Brnd_Name,Gnrc_Name
Kedrab,Rabies Immune Globulin/PF
Kelnor 1-35,Ethynodiol D-Ethinyl Estradiol
Kelnor 1-50,Ethynodiol D-Ethinyl Estradiol
Kenalog-10,Triamcinolone Acetonide
Kenalog-40,Triamcinolone Acetonide
Kenalog-80,Triamcinolone Acetonide
Kengreal,Cangrelor Tetrasodium
Kepivance,Palifermin
Keppra XR,Levetiracetam
Keppra*,Levetiracetam
Kerendia,Finerenone
Kerydin,Tavaborole
Kesimpta Pen,Ofatumumab
Ketalar,Ketamine HCl
Ketamine HCl,Ketamine HCl
Ketoconazole*,Ketoconazole
Ketone Test Strip,Urine Acetone Test Strips
Ketoprofen,Ketoprofen
Ketorolac Tromethamine*,Ketorolac Tromethamine
Keveyis,Dichlorphenamide
Kevzara,Sarilumab
Keytruda,Pembrolizumab
Khapzory,Levoleucovorin
Kimmtrak,Tebentafusp-Tebn
Kimyrsa,Oritavancin Diphosphate
Kineret,Anakinra
Kisqali,Ribociclib Succinate
Kisqali Femara Co-Pack,Ribociclib Succinate/Letrozole
Kitabis Pak,Tobramycin/Nebulizer
Klaron,Sulfacetamide Sodium
Klonopin,Clonazepam
Klor-Con,Potassium Chloride
Klor-Con 10,Potassium Chloride
Klor-Con 8,Potassium Chloride
Klor-Con M10,Potassium Chloride
Klor-Con M15,Potassium Chloride
Klor-Con M20,Potassium Chloride
Klor-Con-Ef,Potassium Bicarbonate/Cit Ac
Kloxxado,Naloxone HCl
Koate,"Antihemophilic Factor, Human"
Kogenate FS,"Antihemophil.FVIII,Full Length"
Kombiglyze XR,Saxagliptin HCl/Metformin HCl
Konsyl,Psyllium Husk (With Sugar)
Korlym,Mifepristone
Korsuva,Difelikefalin Acetate
Koselugo,Selumetinib/Vitamin E Tpgs
Kovaltry,"Antihemophil.FVIII,Full Length"
Krintafel,Tafenoquine Succinate
Kristalose,Lactulose
Krystexxa,PEGloticase
Kurvelo,Levonorgestrel/Ethin.Estradiol
Kuvan,Sapropterin Dihydrochloride
Kyleena,Levonorgestrel
Kymriah,Tisagenlecleucel
Kynmobi,Apomorphine HCl
Kyprolis,Carfilzomib
L-Methyl-B6-B12,Mecobal/Levomefolat Ca/B6 Phos
L-Methyl-Mc Nac,Acetylcyst/Methylb12/Levomefol
L-Methylfolate,Levomefolate Calcium
L-Methylfolate Calcium,Levomefolate Calcium
L-Methylfolate Forte,Levomefolate/Algal Oil
Labetalol HCl*,Labetalol HCl
Lac-Dose,Lactase
Lacosamide*,Lacosamide
Lacrisert,Hydroxypropyl Cellulose
Lactated Ringers*,"Ringer's Solution,Lactated"
Lactinex,L. Acidophilus/L.Bulgaricus
Lactobacillus,L. Acidophilus/L.Bulgaricus
Lactulose,Lactulose
Lagevrio (Eua),Molnupiravir
Lamictal,Lamotrigine
Lamictal (Orange),Lamotrigine
Lamictal ODT,Lamotrigine
Lamictal ODT (Blue),Lamotrigine
Lamictal ODT (Orange),Lamotrigine
Lamictal XR,Lamotrigine
Lamictal XR (Blue),Lamotrigine
Lamictal XR (Orange),Lamotrigine
Lamivudine,Lamivudine
Lamivudine Hbv,Lamivudine
Lamivudine-Zidovudine,Lamivudine/Zidovudine
Lamotrigine,Lamotrigine
Lamotrigine (Blue),Lamotrigine
Lamotrigine (Green),Lamotrigine
Lamotrigine (Orange),Lamotrigine
Lamotrigine ER,Lamotrigine
Lamotrigine ODT,Lamotrigine
Lamotrigine ODT (Blue),Lamotrigine
Lamotrigine ODT (Orange),Lamotrigine
Lanoxin,Digoxin
Lanreotide Acetate,Lanreotide Acetate
Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith
Lansoprazole,Lansoprazole
Lanthanum Carbonate,Lanthanum Carbonate
Lantus,"Insulin Glargine,Hum.Rec.Anlog"
Lantus Solostar,"Insulin Glargine,Hum.Rec.Anlog"
Lapatinib,Lapatinib Ditosylate
Larin,Norethindrone Ac-Eth Estradiol
Larin 24 Fe,Norethindrone-E.Estradiol-Iron
Larin Fe,Norethindrone-E.Estradiol-Iron
Larissia,Levonorgestrel/Ethin.Estradiol
Lasix,Furosemide
Lastacaft,Alcaftadine
Latanoprost,Latanoprost
Latuda,Lurasidone HCl
Layolis Fe,Noreth-Ethinyl Estradiol/Iron
Ledipasvir-Sofosbuvir,Ledipasvir/Sofosbuvir
Leena,Norethindrone-Ethin. Estradiol
Leflunomide,Leflunomide
Lemtrada,Alemtuzumab
Lenalidomide,Lenalidomide
Lenvima,Lenvatinib Mesylate
Leqvio,Inclisiran Sodium
Lessina,Levonorgestrel/Ethin.Estradiol
Letairis,Ambrisentan
Letrozole,Letrozole
Leucovorin Calcium*,Leucovorin Calcium
Leukeran,Chlorambucil
Leukine,Sargramostim
Leuprolide Acetate,Leuprolide Acetate
Levalbuterol Concentrate,Levalbuterol HCl
Levalbuterol HCl,Levalbuterol HCl
Levalbuterol Tartrate HFA,Levalbuterol Tartrate
Levaquin,Levofloxacin In Dextrose 5 %
Levemir,Insulin Detemir
Levemir Flextouch,Insulin Detemir
Levetiracetam ER,Levetiracetam
Levetiracetam*,Levetiracetam
Levetiracetam-NaCl,Levetiracetam In NaCl (Iso-Os)
Levo-T,Levothyroxine Sodium
Levobunolol HCl,Levobunolol HCl
Levocarnitine,Levocarnitine
Levocarnitine SF,Levocarnitine
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride
Levofloxacin*,Levofloxacin
Levofloxacin-D5W,Levofloxacin In Dextrose 5 %
Levoleucovorin Calcium,Levoleucovorin Calcium
Levomefol-Pyridoxal-Mec-Algal,Levomefolate/B6/B12/Algal Oil
Levomefolate Calcium-Algal,Levomefolate/Algal Oil
Levonest,Levonorgestrel/Ethin.Estradiol
Levonorg-Eth Estrad Eth Estrad,L-Norgest/E.Estradiol-E.Estrad
Levonorgestrel-Eth Estradiol,Levonorgestrel/Ethin.Estradiol
Levophed,Norepinephrine Bitartrate
Levora-28,Levonorgestrel/Ethin.Estradiol
Levorphanol Tartrate,Levorphanol Tartrate
Levothyroxine,Levothyroxine Sodium
Levothyroxine Sodium*,Levothyroxine Sodium
Levoxyl,Levothyroxine Sodium
Levsin*,Hyoscyamine Sulfate
Levsin-Sl,Hyoscyamine Sulfate
Levulan,Aminolevulinic Acid HCl
Lexapro,Escitalopram Oxalate
Lexette,Halobetasol Propionate
Lexiscan,Regadenoson
Lexiva,Fosamprenavir Calcium
Lialda,Mesalamine
Librax,Chlordiazepoxide/Clidinium Br
Libtayo,Cemiplimab-Rwlc
Licart,Diclofenac Epolamine
Lidocaine,Lidocaine
Lidocaine HCl In 5% Dextrose,Lidocaine HCl/Dextrose 5 %/PF
Lidocaine HCl Viscous,Lidocaine HCl
Lidocaine HCl*,Lidocaine HCl
Lidocaine HCl-Epinephrine,Lidocaine HCl/Epinephrine
Lidocaine-Hydrocortisone,Hydrocortisone/Lidocaine/Aloe
Lidocaine-Hydrocortisone*,Lidocaine/Hydrocortisone Ac
Lidocaine-Prilocaine,Lidocaine/Prilocaine
Lidocort,Lidocaine/Hydrocortisone Ac
Lidoderm,Lidocaine
Lidotral,Lidocaine HCl
Liletta,Levonorgestrel
Lillow,Levonorgestrel/Ethin.Estradiol
Lincocin,Lincomycin HCl
Lincomycin HCl,Lincomycin HCl
Lindane,Lindane
Linezolid,Linezolid
Linezolid-0.9% NaCl,Linezolid In 0.9% Sodium Chlor
Linezolid-D5W,Linezolid In Dextrose 5%
Linzess,Linaclotide
Lioresal Intrathecal,Baclofen
Liothyronine Sodium*,Liothyronine Sodium
Lipitor,Atorvastatin Calcium
Lipofen,Fenofibrate
Lisinopril,Lisinopril
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide
Lithium Carbonate,Lithium Carbonate
Lithium Carbonate ER,Lithium Carbonate
Lithobid,Lithium Carbonate
Lithostat,Acetohydroxamic Acid
Livalo,Pitavastatin Calcium
Livmarli,Maralixibat Chloride
Livtencity,Maribavir
Lmd,Nut Tx For Isovaleric Acidemia
Lo Loestrin Fe,Norethindrone-E.Estradiol-Iron
Lo-Zumandimine,Ethinyl Estradiol/Drospirenone
Loestrin,Norethindrone Ac-Eth Estradiol
Loestrin Fe,Norethindrone-E.Estradiol-Iron
Lofena,Diclofenac Potassium
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad
Lokelma,Sodium Zirconium Cyclosilicate
Lomaira,Phentermine HCl
Lomotil,Diphenoxylate HCl/Atropine
Lonhala Magnair Refill,Glycopyrrolate/Neb.Accessories
Lonhala Magnair Starter,Glycopyrrol/Nebulizer/Accessor
Lonsurf,Trifluridine/Tipiracil HCl
Loperamide,Loperamide HCl
Lopinavir-Ritonavir,Lopinavir/Ritonavir
Lopressor,Metoprolol Tartrate
Loprox,Ciclopirox
Loratadine,Loratadine
Lorazepam Intensol,Lorazepam
Lorazepam*,Lorazepam
Lorbrena,Lorlatinib
Loreev XR,Lorazepam
Lortab,Hydrocodone/Acetaminophen
Loryna,Ethinyl Estradiol/Drospirenone
Lorzone,Chlorzoxazone
Losartan Potassium,Losartan Potassium
Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide
Loseasonique,L-Norgest/E.Estradiol-E.Estrad
Lotemax,Loteprednol Etabonate
Lotemax Sm,Loteprednol Etabonate
Loteprednol Etabonate,Loteprednol Etabonate
Lotrel,Amlodipine Besylate/Benazepril
Lotronex,Alosetron HCl
Lovastatin,Lovastatin
Lovaza,Omega-3 Acid Ethyl Esters
Lovenox,Enoxaparin Sodium
Low-Ogestrel,Norgestrel-Ethinyl Estradiol
Loxapine,Loxapine Succinate
Lubiprostone,Lubiprostone
Lucemyra,Lofexidine HCl
Lucentis,Ranibizumab
Luer-Lok Syringe-Needle,"Syringe W-Needle,Disposab,3 Ml"
Luliconazole,Luliconazole
Lumakras,Sotorasib
Lumigan,Bimatoprost
Lumizyme,Alglucosidase Alfa
Lunesta,Eszopiclone
Lupkynis,Voclosporin
Lupron Depot,Leuprolide Acetate
Lupron Depot-Ped,Leuprolide Acetate
Lutathera,Lutetium Lu 177 Dotatate
Lutera,Levonorgestrel/Ethin.Estradiol
Luzu,Luliconazole
Lybalvi,Olanzapine/Samidorphan Malate
Lyleq,Norethindrone
Lyllana,Estradiol
Lynparza,Olaparib
Lyrica,Pregabalin
Lyrica Cr,Pregabalin
Lysodren,Mitotane
Lyumjev,Insulin Lispro-Aabc
Lyumjev Kwikpen U-100,Insulin Lispro-Aabc
Lyumjev Kwikpen U-200,Insulin Lispro-Aabc
Lyvispah,Baclofen
M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF"
M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid"
M.V.I. Adult,"Multivit Infusn,Adult 1,Vit K"
M.V.I.-12,Multivitamin
Macrobid,Nitrofurantoin Monohyd/M-Cryst
Macrodantin,Nitrofurantoin Macrocrystal
Mag-G,Magnesium Gluconate
Magnebind 400,Calcium Carbonate/Mag Carb
Magnesium,Magnesium
Magnesium Chloride,Magnesium Chloride
Magnesium Citrate,Magnesium Citrate
Magnesium Oxide,Magnesium Oxide
Magnesium Sulfate,Magnesium Sulfate
Magnesium Sulfate-D5W,Magnesium Sulfate/D5W
Magnevist,Gadopentetate Dimeglumine
Makena,Hydroxyprogesterone Caproate
Makena*,Hydroxyprogesterone Caproat/PF
Malarone,Atovaquone/Proguanil HCl
Malathion,Malathion
Manganese Chloride,Manganese Chloride
Mannitol,Mannitol
Maraviroc,Maraviroc
Marcaine,Bupivacaine HCl
Marcaine Spinal,Bupivacaine HCl In Dextrose/PF
Marcaine-Epinephrine,Bupivacaine HCl/Epinephrine
Margenza,Margetuximab-Cmkb
Marlissa,Levonorgestrel/Ethin.Estradiol
Marplan,Isocarboxazid
Matulane,Procarbazine HCl
Matzim La,Diltiazem HCl
Mavenclad,Cladribine
Mavyret,Glecaprevir/Pibrentasvir
Maxalt,Rizatriptan Benzoate
Maxalt Mlt,Rizatriptan Benzoate
Maxidex,Dexamethasone
Maxipime*,Cefepime HCl
Maxitrol,Neomycin/Polymyxin B/Dexametha
Maxzide,Triamterene/Hydrochlorothiazid
Maxzide-25 Mg,Triamterene/Hydrochlorothiazid
Mayzent,Siponimod
Me-Naphos-Mb-Hyo 1,Methenam/Sod Phos/Mblue/Hyoscy
Meclizine HCl,Meclizine HCl
Meclofenamate Sodium,Meclofenamate Sodium
Medrol,Methylprednisolone
Medroxyprogesterone Acetate*,Medroxyprogesterone Acetate
Mefenamic Acid,Mefenamic Acid
Mefloquine HCl,Mefloquine HCl
Mega Multi,Multivit/Iron/Folic Acid/Hb179
Megestrol Acetate,Megestrol Acetate
Mekinist,Trametinib Dimethyl Sulfoxide
Mektovi,Binimetinib
Melatonin*,Melatonin
Meloxicam,Meloxicam
Melphalan,Melphalan
Melphalan HCl,Melphalan HCl
Memantine HCl,Memantine HCl
Memantine HCl ER,Memantine HCl
Menest,"Estrogens,Esterified"
Menopur,Menotropins
Menostar,Estradiol
Mentax,Butenafine HCl
Menthol-Zinc Oxide,Menthol/Zinc Oxide
Meperidine HCl,Meperidine HCl
Mephyton,Phytonadione (Vit K1)
Meprobamate,Meprobamate
Mepron,Atovaquone
Mepsevii,Vestronidase Alfa-Vjbk
Mercaptopurine,Mercaptopurine
Meropenem,Meropenem
Meropenem-0.9% NaCl,Meropenem-0.9% Sodium Chloride
Merrem,Meropenem
Merzee,Norethindrone-E.Estradiol-Iron
Mesalamine,Mesalamine W/Cleansing Wipes
Mesalamine Dr,Mesalamine
Mesalamine ER,Mesalamine
Mesalamine*,Mesalamine
Mesna,Mesna
Mesnex*,Mesna
Mestinon,Pyridostigmine Bromide
Metafolbic,Vit B12/Levomefolate/Vit B6/B2
Metafolbic Plus,Acetylcyst/Methylb12/Levomefol
Metafolbic Plus Rf,L-Mefol/A-Cyst/Meb12/Algal Oil
Metaxalone,Metaxalone
Metformin ER Gastric,Metformin HCl
Metformin ER Osmotic,Metformin HCl
Metformin HCl,Metformin HCl
Metformin HCl ER,Metformin HCl
Methadone HCl*,Methadone HCl
Methadone Intensol,Methadone HCl
Methadose,Methadone HCl
Methamphetamine HCl,Methamphetamine HCl
Methazolamide,Methazolamide
Methenamine Hippurate,Methenamine Hippurate
Methenamine Mandelate,Methenamine Mandelate
Methergine*,Methylergonovine Maleate
Methimazole,Methimazole
Methitest,Methyltestosterone
Methocarbamol*,Methocarbamol
Methotrexate,Methotrexate Sodium/PF
Methotrexate Sodium,Methotrexate Sodium/PF
Methotrexate*,Methotrexate Sodium
Methoxsalen,Methoxsalen
Methscopolamine Bromide,Methscopolamine Bromide
Methyldopa,Methyldopa
Methylene Blue,Methylene Blue
Methylergonovine Maleate*,Methylergonovine Maleate
Methylin,Methylphenidate HCl
Methylphenidate,Methylphenidate
Methylphenidate ER,Methylphenidate HCl
Methylphenidate ER (La),Methylphenidate HCl
Methylphenidate HCl,Methylphenidate HCl
Methylphenidate HCl CD,Methylphenidate HCl
Methylphenidate HCl ER (Cd),Methylphenidate HCl
Methylphenidate La,Methylphenidate HCl
Methylprednisolone,Methylprednisolone
Methylprednisolone Acetate,Methylprednisolone Acetate
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ
Methyltestosterone,Methyltestosterone
Metoclopramide HCl ODT,Metoclopramide HCl
Metoclopramide HCl*,Metoclopramide HCl
Metolazone,Metolazone
Metopirone,Metyrapone
Metoprolol Succinate,Metoprolol Succinate
Metoprolol Tartrate*,Metoprolol Tartrate
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide
Metro IV,Metronidazole/Sodium Chloride
Metrocream,Metronidazole
Metrogel,Metronidazole
Metronidazole,Metronidazole/Sodium Chloride
Metronidazole*,Metronidazole
Metyrosine,Metyrosine
Mexiletine HCl,Mexiletine HCl
Miacalcin,"Calcitonin,Salmon,Synthetic"
Mibelas 24 Fe,Norethindrone-E.Estradiol-Iron
Micafungin,Micafungin Sodium
Micardis,Telmisartan
Micardis HCT,Telmisartan/Hydrochlorothiazid
Miconazole 3,Miconazole Nitrate
Miconazole-Zinc Oxide-Petroltm,Miconazole Nitrate/Zinc Ox/Pet
Micrhogam Ultra-Filtered Plus,Rho(D) Immune Globulin
Microgestin,Norethindrone Ac-Eth Estradiol
Microgestin 24 Fe,Norethindrone-E.Estradiol-Iron
Microgestin Fe,Norethindrone-E.Estradiol-Iron
Midazolam HCl,Midazolam HCl/PF
Midazolam HCl*,Midazolam HCl
Midazolam HCl-0.9% NaCl,Midazolam HCl In 0.9 % NaCl/PF
Midnite,Melatonin/Herbal No.233
Midodrine HCl,Midodrine HCl
Mifeprex,Mifepristone
Mifepristone,Mifepristone
Migergot,Ergotamine Tartrate/Caffeine
Miglitol,Miglitol
Miglustat,Miglustat
Migranal,Dihydroergotamine Mesylate
Mili,Norgestimate-Ethinyl Estradiol
Millipred,Prednisolone
Milrinone In 5% Dextrose,Milrinone Lactate/D5W
Milrinone Lactate,Milrinone Lactate
Mimvey,Estradiol/Norethindrone Acet
Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron
Minipress,Prazosin HCl
Minivelle,Estradiol
Minocin,Minocycline HCl
Minocycline ER,Minocycline HCl
Minocycline HCl,Minocycline HCl
Minocycline HCl ER,Minocycline HCl
Minolira ER,Minocycline HCl
Minoxidil,Minoxidil
Minoxidil For Men,Minoxidil
Miochol-E,Acetylcholine Chloride
Miostat,Carbachol
Mirapex ER,Pramipexole Di-HCl
Mircera,Methoxy PEG-Epoetin Beta
Mircette,Desog-E.Estradiol/E.Estradiol
Mirena,Levonorgestrel
Mirtazapine,Mirtazapine
Mirvaso,Brimonidine Tartrate
Misoprostol,Misoprostol
Mitigare,Colchicine
Mitigo,Morphine Sulfate/PF
Mitomycin,Mitomycin
Mitoxantrone HCl,Mitoxantrone HCl
Mobic,Meloxicam
Modafinil,Modafinil
Moexipril HCl,Moexipril HCl
Molindone HCl,Molindone HCl
Mometasone Furoate*,Mometasone Furoate
Monjuvi,Tafasitamab-Cxix
Mono-Linyah,Norgestimate-Ethinyl Estradiol
Monoferric,Ferric Derisomaltose
Mononessa,Norgestimate-Ethinyl Estradiol
Monovisc,"Hyaluronate Sodium, Stabilized"
Montelukast Sodium,Montelukast Sodium
Monurol,Fosfomycin Tromethamine
Morphine Sulfate ER,Morphine Sulfate
Morphine Sulfate*,Morphine Sulfate
Motegrity,Prucalopride Succinate
Motofen,Difenoxin HCl/Atropine Sulfate
Mounjaro,Tirzepatide
Movantik,Naloxegol Oxalate
Moviprep,PEG3350/Sod Sul/NaCl/KCl/Asb/C
Moxeza,Moxifloxacin HCl
Moxifloxacin,Moxifloxacin HCl
Moxifloxacin HCl,Moxifloxacin HCl
Mozobil,Plerixafor
Ms Contin,Morphine Sulfate
Mucinex,Guaifenesin
Mucinex DM,Guaifenesin/Dextromethorphan
Mucus D,Guaifenesin/Pseudoephedrne HCl
Mucus ER,Guaifenesin
Mulpleta,Lusutrombopag
Multaq,Dronedarone HCl
Multi-Mac,Prenatal 181/Iron Fum/Folate
Multi-Vit-Flor,Pedi Multivit No.205/Fluoride
Multi-Vitamin Daily,Multivitamin
Multi-Vitamin W-Fluoride-Iron,Pedi Multivit 45/Fluoride/Iron
Multigen,Iron/C/B12/Calciu/Stomach Conc
Multigen Plus,"Iron Fum,Ag/C/B12/Folic/Ca/Suc"
Multilex T-M,Multivit-Min/Ferrous Fumarate
Multitrace-4,Zinc/Copper/Mangan/Chromic Chl
Multitrace-5,Zinc/Copper/Mangan/Chrom/Selen
Multivitamin With Fluoride,Pedi Multivit No.16 W-Fluoride
Multivitamin-Iron-Fluoride,Pedi Multivit 45/Fluoride/Iron
Multivitamins,Multivitamin
Multivitamins With Minerals,Multivit-Min/Iron Fum/Folic Ac
Multrys,Zinc/Copper/Manganese/Selenium
Mupirocin,Mupirocin
Muri-Lube Mineral Oil,"Mineral Oil, Light Sterile"
Mvasi,Bevacizumab-Awwb
Mx-Sol,Compounding Vehicle Syrup No23
Mx-Sol Blend,Compounding Vehicle Susp No.19
Mx-Sol SF,Compound Vehicle Sugar-Free 9
Mx-Sol Suspend,Compound Vehicle Susp SF No.20
My Way,Levonorgestrel
Myalept,Metreleptin
Myambutol,Ethambutol HCl
Mycamine,Micafungin Sodium
Mycapssa,Octreotide Acetate
Mycobutin,Rifabutin
Mycophenolate Mofetil,Mycophenolate Mofetil
Mycophenolic Acid,Mycophenolate Sodium
Mydayis,Dextroamphetamine/Amphetamine
Myfembree,Relugolix/Estradiol/Norethindr
Myfortic,Mycophenolate Sodium
Myleran,Busulfan
Mylotarg,Gemtuzumab Ozogamicin
Myobloc,Rimabotulinumtoxinb
Myorisan,Isotretinoin
Myrbetriq,Mirabegron
Mysoline,Primidone
Mytesi,Crofelemer
Myxredlin,Insulin Regular In 0.9 % NaCl
NP Thyroid,"Thyroid,Pork"
NPlate,Romiplostim
Nabi-Hb,Hepatitis B Immune Globulin
Nabumetone,Nabumetone
Nadolol,Nadolol
Nafcillin,"Nafcillin In Dextrose,Iso-Osm"
Nafcillin Sodium*,Nafcillin Sodium
Naftifine HCl,Naftifine HCl
Naftin,Naftifine HCl
Naglazyme,Galsulfase
Nalbuphine HCl,Nalbuphine HCl
Naloxone HCl*,Naloxone HCl
Naltrexone HCl,Naltrexone HCl
Namenda,Memantine HCl
Namenda XR,Memantine HCl
Namzaric,Memantine HCl/Donepezil HCl
Nano 2nd Gen Pen Needle,"Pen Needle, Diabetic"
Naprelan,Naproxen Sodium
Naproxen,Naproxen
Naproxen Sodium,Naproxen Sodium
Naproxen Sodium Cr,Naproxen Sodium
Naproxen Sodium ER,Naproxen Sodium
Naproxen-Esomeprazole Mag,Naproxen/Esomeprazole Mag
Naratriptan HCl,Naratriptan HCl
Narcan,Naloxone HCl
Nardil,Phenelzine Sulfate
Naropin,Ropivacaine HCl/PF
Nascobal,Cyanocobalamin (Vitamin B-12)
Nasonex,Mometasone Furoate
Natacyn,Natamycin
Natazia,Estradiol Valerate/Dienogest
Nateglinide,Nateglinide
Natesto,Testosterone
Natroba,Spinosad
Natural Fiber Powder,Psyllium Seed (With Sugar)
Navelbine,Vinorelbine Tartrate
Nayzilam,Midazolam
Nebivolol HCl,Nebivolol HCl
Nebupent,Pentamidine Isethionate
Necon,Norethindrone-Ethin. Estradiol
Nefazodone HCl,Nefazodone HCl
Nelarabine,Nelarabine
Nembutal Sodium,Pentobarbital Sodium
Neo-Polycin,Neomycin/Bacitracin/Polymyxinb
Neo-Polycin HC,Neomycin/Bacit/P-Myx/Hydrocort
Neo-Synalar,Neomycin Sulfate/Fluocinolone
Neo-Synephrine,Phenylephrine HCl
Neomycin Sulfate,Neomycin Sulfate
Neomycin-Bacitracin-Poly-HC,Neomycin/Bacit/P-Myx/Hydrocort
Neomycin-Bacitracin-Polymyxin,Neomycin/Bacitracin/Polymyxinb
Neomycin-Polymyxin B,Neomycin Sulf/Polymyxin B Sulf
Neomycin-Polymyxin-Dexameth,Neomycin/Polymyxin B/Dexametha
Neomycin-Polymyxin-Gramicidin,Neomycin/Polymyxn B/Gramicidin
Neomycin-Polymyxin-HC*,Neomycin/Polymyxin B/Hydrocort
Neomycin-Polymyxin-Hydrocort,Neomycin/Polymyxin B/Hydrocort
Neoral,"Cyclosporine, Modified"
Neostigmine Methylsulfate*,Neostigmine Methylsulfate
Nephplex Rx,B Comp No3/Folic/C/Biotin/Zinc
Nephro-Vite,Folic Acid/Vit B Complex And C
Nephro-Vite Rx,Vit B Comp No.3/Folic/C/Biotin
Nephron Fa,Vit B Comp C No.24/Iron/Folic
Nephronex,B Complex C No.10/Folic Acid
Nerlynx,Neratinib Maleate
Nesacaine,Chloroprocaine HCl
Nesacaine-MPF,Chloroprocaine HCl/PF
Nesina,Alogliptin Benzoate
Nestabs,Prenatal Vit86/Iron/Folic Acid
Nestabs DHA,Prenatal 87/Iron Bis/Folic/DHA
Nestabs One,Multivit No.42/Iron/Folate/DHA
Netspot,Kit For Prep Of Ga 68/Dotatate
Neulasta,PEGfilgrastim
Neulasta Onpro,PEGfilgrastim
Neupogen,Filgrastim
Neupro,Rotigotine
Neurontin,Gabapentin
Nevanac,Nepafenac
Nevirapine,Nevirapine
Nevirapine ER,Nevirapine
Nexavar,Sorafenib Tosylate
Nexium,Esomeprazole Magnesium
Nexium 24hr,Esomeprazole Magnesium
Nexium I.V.,Esomeprazole Sodium
Nexletol,Bempedoic Acid
Nexlizet,Bempedoic Acid/Ezetimibe
Nexplanon,Etonogestrel
Nexterone,"Amiodarone In Dextrose,Iso-Osm"
Nextstellis,Drospirenone/Estetrol
Nexviazyme,Avalglucosidase Alfa-Ngpt
Niacin,Niacin
Niacin ER,Niacin
Niaspan,Niacin
Nicardipine HCl*,Nicardipine HCl
Nicardipine HCl-0.9% NaCl,"Nicardipine In NaCl, Iso-Osm"
Nicomide,Lmefolate/B3/Copp/Zn/Sel/Chrom
Nicotinamide,Lmefolate/B3/Copp/Zn/Sel/Chrom
Nicotine Lozenge,Nicotine Polacrilex
Nicotine Patch,Nicotine
Nicotrol,Nicotine
Nicotrol Ns,Nicotine
Nifedipine,Nifedipine
Nifedipine ER,Nifedipine
Niferex,"Iron Ag,Ps/C/FA6/B12/Zn/Sa/Sto"
Nikki,Ethinyl Estradiol/Drospirenone
Nilutamide,Nilutamide
Nimbex,Cisatracurium Besylate
Nimodipine,Nimodipine
Ninlaro,Ixazomib Citrate
Nipent,Pentostatin
Nisoldipine,Nisoldipine
Nitazoxanide,Nitazoxanide
Nitisinone,Nitisinone
Nitro-Bid,Nitroglycerin
Nitro-Dur,Nitroglycerin
Nitro-Time,Nitroglycerin
Nitrofurantoin,Nitrofurantoin
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst
Nitroglycerin In D5W,Nitroglycerin In 5 % Dextrose
Nitroglycerin Patch,Nitroglycerin
Nitroglycerin*,Nitroglycerin
Nitrolingual,Nitroglycerin
Nitrostat,Nitroglycerin
Nityr,Nitisinone
Niva-Fol,Cyanocobalamin/Folic Ac/Vit B6
Niva-Plus,Multivit-Mins60/Iron Fum/Folic
Nivestym*,Filgrastim-Aafi
Nizatidine,Nizatidine
Nocdurna,Desmopressin Acetate
Nora-Be,Norethindrone
Norditropin Flexpro,Somatropin
Norepinephrine Bitartrate,Norepinephrine Bitartrate
Norepinephrine Bitartrate-D5W,Norepinephrine Bitartrate/D5W
Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol
Norethindrone,Norethindrone
Norethindrone Acetate,Norethindrone Acetate
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron
Norgesic Forte,Orphenadrine/Aspirin/Caffeine
Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol
Noritate,Metronidazole
Norliqva,Amlodipine Besylate
Norlyda,Norethindrone
Normal Saline Flush,Sodium Chloride 0.9 % (Flush)
Normosol-R,Electrolyte-R Solution
Normosol-R pH 7.4,Electrolyte-R (Ph 7.4)
Norpace Cr,Disopyramide Phosphate
Northera,Droxidopa
Nortrel,Norethindrone-Ethin. Estradiol
Nortriptyline HCl,Nortriptyline HCl
Norvasc,Amlodipine Besylate
Norvir,Ritonavir
Nourianz,Istradefylline
Novarel,"Chorionic Gonadotropin, Human"
Novoeight,"Antihemoph.FVIII,B-Dom Truncat"
Novofine 32,"Pen Needle, Diabetic"
Novofine Autocover,"Pen Needle, Diabetic, Safety"
Novofine Plus,"Pen Needle, Diabetic"
Novolog,Insulin Aspart
Novolog Flexpen,Insulin Aspart
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp
