Mftr_Name,2018 Medicaid Spend,2018 Medicaid Units Produced,2019 Medicaid Spend,2019 Medicaid Units Produced,2020 Medicaid Spend,2020 Medicaid Units Produced,2021 Medicaid Spend,2021 Medicaid Units Produced,2022 Medicaid Spend,2022 Medicaid Units Produced
Mallinckrodt Ph,"$359,441,690.53",409473252.0,"$377,543,553.51",459673866.0,"$344,476,159.46",403452419.0,"$320,566,911.51",385071638.0,"$279,819,777.17",350368685.0
Mallinckrodt Ph*,"$2,151,475.51",10657191.0,"$1,795,426.44",8665215.0,"$1,850,378.08",8566564.0,"$2,031,329.51",8806064.0,"$1,712,510.85",7726216.0
Mallinckrodt/Pi,"$6,608,266.06",242968.0,"$2,851,192.09",127112.0,"$1,450,048.42",64709.0,"$576,866.36",25617.0,"$193,141.67",10899.0
Manchester Phar,"$14,182,537.54",30794.0,"$13,029,370.11",27214.0,"$18,036,318.22",38100.0,"$22,836,900.06",47580.0,"$27,226,617.45",56190.0
Mannkind Corpor,"$1,736,585.61",361170.0,"$3,516,712.62",493110.0,"$3,827,444.72",505890.0,"$6,218,596.60",737103.0,"$7,449,471.68",837002.0
Marinus Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$681,017.06",33560.0
Marlex Pharm.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$730.53,4301.0
Marnel Pharm.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$374,047.24",67442.0
Marnel/Allegis,"$240,142.38",227970.0,"$195,809.25",162940.0,"$168,965.31",150164.0,"$177,025.26",146409.0,"$39,460.40",33307.0
Mason Distrib.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,183.00",11738.0
Mason Distrib.*,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$244.26,1214.0
Mayne Pharma In,"$58,325,333.99",79517249.0,"$44,115,154.80",61759050.0,"$36,796,257.70",66902712.0,"$37,578,035.41",63126522.0,"$39,061,061.94",50088830.0
Mckesson Packag,"$5,331,209.03",2834952.0,"$19,052,689.29",2090577.0,"$16,131,636.42",1461145.0,"$13,733,510.11",1117630.0,"$10,493,870.71",701729.0
Meda Consumer H,$0.00,0.0,"$1,447.60",22068.0,"$2,392.68",46345.0,"$2,858.62",45124.0,"$2,032.02",22072.0
Meda/Mylan Spec,"$20,781,570.83",2693834.0,"$19,550,863.28",2494019.0,"$15,820,490.54",1906157.0,"$22,351,693.74",2618640.0,"$19,542,113.76",2247096.0
Meda/Mylan Spec*,"$112,841.10",15514.0,"$86,349.09",18933.0,"$59,372.09",20314.0,"$97,293.34",28324.0,"$103,636.22",34866.0
Medecor Pharma,"$371,639.67",296393.0,"$317,158.39",254830.0,"$369,228.19",314299.0,"$325,654.76",293058.0,"$385,279.15",347444.0
Medefil Incorp.,"$5,372,917.42",810012.0,"$7,268,289.31",1599270.0,"$7,356,491.04",8915879.0,"$6,341,698.46",1154257.0,"$4,669,158.42",920440.0
"Medefil, Inc. -","$275,484.44",1466567.0,"$86,579.31",387348.0,"$498,564.62",2594289.0,"$223,441.34",1537053.0,"$216,684.86",699560.0
"Medexus Pharma,","$3,278,630.79",12992.0,"$4,305,315.04",15641.0,"$4,803,263.71",16815.0,"$5,127,621.43",20292.0,"$8,915,165.98",1467330.0
Medicine/Sandoz,"$1,161,782.70",927.0,"$694,168.62",1655.0,"$484,057.70",417.0,"$317,143.77",378.0,"$773,720.90",82.0
Medicis Derm,"$350,912.82",213.0,"$164,627.20",145.0,"$46,720.19",1742.0,"$59,390.58",2556.0,"$94,698.00",2300.0
Medicure Intern,"$157,703.96",50880.0,"$262,619.19",47455.0,"$193,328.33",30656.0,"$260,743.80",28239.0,"$263,042.22",26512.0
Medimetriks Pha,"$153,132.36",55012.0,"$240,815.54",84096.0,"$238,574.87",77510.0,"$387,561.48",139824.0,"$564,343.02",152722.0
Medimmune/Sobi-,"$241,418,203.14",85978.0,"$239,854,524.53",85483.0,"$230,310,395.23",79690.0,"$247,036,763.92",83395.0,"$17,473,807.05",6485.0
Medisca Inc.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$619.84,2740.0,"$2,017.15",8420.0
Medstone Pharma,$0.00,0.0,$104.24,602.0,"$2,221.31",3263.0,"$36,716.83",2657.0,"$37,505.08",1682.0
Medtech Labs,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$292.42,480.0
Medunik USA,$0.00,0.0,"$609,473.72",34899.0,"$2,350,496.97",117924.0,"$3,837,813.31",186279.0,"$5,143,794.01",242723.0
Meitheal Pharma,"$487,904.83",91541.0,"$1,435,229.54",239110.0,"$15,847,141.72",753723.0,"$24,020,695.14",1208820.0,"$29,519,570.66",1662613.0
Meitheal-Novapl,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$19,812.71",1620.0,"$127,259.57",3803.0
Meitheal-Premie,$0.00,0.0,$0.00,0.0,"$1,413,084.53",23609.0,"$3,220,762.00",53414.0,"$1,945,837.67",40555.0
Melinta Therape,"$630,036.08",7248.0,"$2,028,885.22",18220.0,"$2,379,537.23",10389.0,"$2,591,229.15",9887.0,"$3,686,819.87",11592.0
Merck Sharp & D,"$1,898,752,289.84",98439694.0,"$2,051,731,622.29",97770465.0,"$2,034,873,961.69",90725450.0,"$2,141,632,814.38",90174698.0,"$2,019,275,123.36",83437739.0
Merck Sharp & D*,"$62,613,344.86",970217.0,"$42,980,921.99",760271.0,"$15,321,316.58",360888.0,"$13,699,418.42",357472.0,"$11,835,427.87",369670.0
Merz,"$18,493,163.18",15306926.0,"$20,520,661.72",17205395.0,"$21,190,844.34",18426692.0,"$23,035,754.84",19554748.0,"$13,727,217.53",9531240.0
Merz North Amer,"$28,068.24",1885.0,"$17,338.85",2998.0,"$63,102.96",10396.0,"$66,999.43",9742.0,"$57,105.40",9095.0
Metacel Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,459,136.27",862483.0,"$15,060.59",11460.0
Method Pharmace,"$8,972,474.87",58603947.0,"$6,157,641.35",36203360.0,"$6,122,971.02",26044654.0,"$11,891,353.45",37912649.0,"$10,117,966.23",35862842.0
Method Pharmace*,"$23,659.78",130980.0,"$207,941.97",1183350.0,"$172,833.62",1002736.0,"$235,667.91",1403144.0,"$356,177.84",2516268.0
"Micro Labs USA,","$630,993.40",1208158.0,"$3,791,001.43",6968924.0,"$13,240,486.92",26621066.0,"$23,727,817.06",42232307.0,"$31,643,746.35",55729538.0
"Micro Labs USA,*","$1,007,792.39",1483477.0,"$887,695.65",1783746.0,"$1,366,150.32",2834594.0,"$2,159,914.11",4230082.0,"$1,814,119.87",4057313.0
"Mikart, Inc","$878,350.22",2239427.0,"$415,117.48",1087842.0,"$94,107.87",232305.0,"$112,267.46",382103.0,"$90,104.75",328420.0
Millicent Pharm,$0.00,0.0,"$312,262.40",657.0,"$527,126.75",1011.0,"$980,065.13",37076.0,"$1,301,482.17",56188.0
Mirum Pharmaceu,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,337,236.15",867.0,"$38,121,635.94",23936.0
Misemer Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$815,296.02",29460.0
Mission Pharm.,"$3,424,243.95",2624251.0,"$2,344,192.06",1565468.0,"$1,070,850.70",612709.0,"$1,028,202.31",618599.0,"$677,864.79",324884.0
Mitsubishi Tana,"$4,681,742.60",752875.0,"$5,137,251.88",936087.0,"$4,142,592.02",780840.0,"$4,673,821.50",693157.0,"$7,799,542.14",515940.0
Modavar Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$65,479.02",391951.0
"Monarch Pcm, Ll",$0.00,0.0,$0.00,0.0,"$8,900.44",5676.0,"$43,338.99",25542.0,"$42,350.19",25081.0
Monarch Phrm,"$194,977.61",63395.0,"$194,024.84",59824.0,"$176,120.35",55663.0,"$148,817.48",49343.0,"$166,746.99",49739.0
Morphosys US In,$0.00,0.0,$0.00,0.0,"$156,895.02",118.0,"$1,396,090.58",1182.0,"$2,102,607.17",3945.0
Morton Grove Ph,"$53,374,788.79",495990227.0,"$47,342,347.74",486096996.0,"$35,766,878.67",395303954.0,"$27,268,177.31",251372816.0,"$24,631,113.72",207514187.0
Mutual Pharm Co,"$8,621,741.63",28689927.0,"$6,877,755.38",20328089.0,"$2,759,360.45",5911627.0,"$2,621,747.50",6688569.0,"$2,128,142.20",5508404.0
Mycovia Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$32,126.93",216.0
Mylan,"$615,618,348.24",1117923230.0,"$500,383,806.16",709418676.0,"$574,535,406.94",691753086.0,"$553,414,034.64",716786498.0,"$490,232,134.34",615517537.0
Mylan Inst-Nova,"$26,153.34",2442.0,"$13,581.12",1203.0,"$515,846.52",7181.0,"$1,332,426.96",36630.0,"$3,366,803.33",60060.0
Mylan Instituti,"$51,735,560.04",6912572.0,"$118,276,882.32",6555167.0,"$137,386,341.57",5654636.0,"$153,817,994.36",6430427.0,"$127,452,866.81",5523975.0
Mylan Instituti*,"$1,385,958.54",298647.0,"$13,941,841.39",270269.0,"$11,160,212.90",259260.0,"$6,147,672.72",265126.0,"$3,014,384.34",237551.0
Mylan Specialty,"$203,876,054.33",4791534.0,"$183,852,384.93",4965046.0,"$136,083,350.68",5170577.0,"$190,398,437.33",8736595.0,"$222,156,661.50",9540423.0
Mylan*,"$47,743,584.21",255026128.0,"$50,908,107.47",250568607.0,"$54,166,166.71",215665862.0,"$47,569,160.00",230284963.0,"$39,425,797.20",265261707.0
Mylan/Archis Ph,"$43,189,130.76",8529731.0,"$12,880,699.44",3341968.0,"$12,277,373.95",5659714.0,"$10,384,585.14",4862858.0,"$4,929,648.53",2135264.0
Mylan/Aurobindo,"$3,157,054.87",2262949.0,"$2,053,898.67",1297738.0,"$2,501,754.64",1756091.0,"$2,360,525.12",1609716.0,"$601,855.68",405072.0
Mylan/Auromedic,"$1,379,927.61",66816.0,"$2,548,711.49",76109.0,"$4,808,152.63",40843.0,"$7,191,848.04",69502.0,"$5,766,326.25",56470.0
Mylan/Prasco La,"$129,396.13",85152.0,"$212,693.46",131201.0,"$147,213.20",121658.0,"$162,985.86",140226.0,"$41,612.46",32189.0
Mylan/Premierpr,"$213,418.32",5817.0,"$2,512,628.45",32416.0,"$2,325,317.38",18394.0,"$377,482.80",4056.0,"$628,547.28",2718.0
Mylan/Rising Ph,"$29,107.90",28491.0,"$21,499.39",19633.0,"$31,031.33",30155.0,"$26,113.91",25515.0,"$7,078.69",5954.0
"Myokardia, Inc.",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,205,046.10",4961.0
Myovant Science,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,520,478.05",23726.0,"$9,157,982.18",182230.0
Nabriva Therape,$0.00,0.0,$0.00,0.0,"$30,819.54",56.0,"$224,785.51",144.0,"$33,911.36",250.0
Nabriva Therape*,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,035,232.07",2611.0,"$2,002,361.28",4843.0
Nalpropion/Curr,"$701,096.22",317071.0,"$592,323.37",266433.0,"$537,030.73",243149.0,"$675,014.60",280485.0,"$2,441,270.82",516576.0
Napo Pharmaceut,"$556,520.00",53286.0,"$821,850.03",73845.0,"$1,643,374.41",62644.0,"$1,767,187.97",49654.0,"$1,176,619.46",31499.0
Nat'L Vit. Co.,$0.00,0.0,$0.00,0.0,$0.00,0.0,$73.38,476.0,"$5,911.47",34104.0
Nature'S Bounty,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$399.22,2188.0
Ncpdp Emergency,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$24,081.30",27029.0,"$48,220.72",2068.0
"Neolpharma, Inc",$0.00,0.0,$588.11,1354.0,$661.39,1665.0,$635.09,2150.0,$84.02,420.0
Neos Brands/Ayt,"$29,793,390.79",2921187.0,"$31,444,690.12",2944253.0,"$24,054,614.22",1971806.0,"$23,324,912.17",1728405.0,"$19,939,472.56",1407459.0
"Neos, Lp/Aytu B","$160,091.71",377791.0,"$188,057.03",438631.0,"$170,514.13",408480.0,"$91,571.03",220376.0,"$34,989.20",76838.0
Nephro-Tech,"$935,296.81",2381180.0,"$855,519.14",2546031.0,"$937,625.06",2740232.0,"$981,904.65",2894468.0,"$1,068,737.79",3110933.0
Nephroceuticals,"$5,486.40",25834.0,"$6,210.39",29026.0,"$6,781.49",33911.0,"$5,037.00",26872.0,"$4,000.78",19616.0
Nephron Corp,"$48,290,631.54",394612452.0,"$58,811,910.65",411806457.0,"$46,929,099.52",386102881.0,"$43,321,653.18",326699247.0,"$29,534,359.84",177818678.0
Nestle Nutritio,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$53,610,376.63",6730657.0,"$119,665,597.61",15696313.0
Neurelis Inc.,$0.00,0.0,$0.00,0.0,"$5,327,601.72",19436.0,"$30,813,641.93",110042.0,"$63,665,362.87",213145.0
Neurocrine Bios,"$77,013,648.62",395403.0,"$170,023,235.78",811723.0,"$241,579,747.20",1128497.0,"$269,595,762.33",1225737.0,"$366,975,485.96",1574062.0
New Amer/Melint,"$189,711.51",188195.0,"$269,228.36",258046.0,"$250,744.22",268232.0,"$236,577.55",135230.0,"$202,120.24",110308.0
Nextsource Biot,"$1,153,341.71",2943.0,$0.00,0.0,"$8,969.50",11.0,$0.00,0.0,"$42,399.59",68.0
Nexus Pharmaceu,"$109,726.28",264.0,"$4,153,790.15",25784.0,"$5,329,071.54",68544.0,"$5,970,666.74",249940.0,"$4,609,690.50",291247.0
Nipro Diag/Triv,"$6,826,561.59",21543474.0,"$10,102,729.25",28173819.0,"$13,541,689.05",40304359.0,"$7,171,342.80",22023868.0,"$241,688.79",823748.0
Nivagen Pharmac,"$2,248,913.48",3792012.0,"$6,343,800.93",10024648.0,"$10,217,947.03",13992409.0,"$13,600,179.76",26851324.0,"$14,630,211.10",41466731.0
Nnodum Corp,"$869,767.75",3909020.0,"$1,572,622.67",8468804.0,"$1,284,174.41",6187424.0,"$583,594.25",1991914.0,"$171,282.62",392770.0
Nobelpharma Ame,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$57,137.23",330.0
Noble Pharmaceu,$0.00,0.0,$0.00,0.0,"$150,698.41",299418.0,"$340,951.51",650580.0,"$71,253.99",107881.0
Noble Pharmaceu*,$0.00,0.0,$0.00,0.0,"$94,468.84",338590.0,"$366,086.02",1324806.0,"$505,215.33",1933443.0
Noden Pharma D.,"$655,318.96",100107.0,"$366,191.58",46645.0,"$176,543.18",21862.0,"$159,030.56",17564.0,"$135,910.93",13749.0
Nomax Inc,"$51,242.86",89202.0,"$268,860.34",172425.0,"$671,223.14",340360.0,"$904,922.65",364512.0,"$864,091.64",353385.0
Northstar Rx Ll,"$160,692,021.84",570604195.0,"$221,739,072.40",638002217.0,"$249,250,219.58",712800377.0,"$270,248,109.19",771691372.0,"$268,214,011.52",769825296.0
Northstar Rx Ll*,"$2,659,145.70",2100345.0,"$4,494,322.26",2926666.0,"$8,091,701.06",5568012.0,"$7,764,052.30",5605515.0,"$6,594,331.15",5646039.0
Nostrum Laborat,"$12,652,366.44",4378027.0,"$12,915,076.55",5018264.0,"$11,949,290.76",9471674.0,"$11,805,743.03",21588261.0,"$8,774,527.43",18523397.0
Nova Laboratori,"$4,732,516.93",404605.0,"$5,547,025.14",446412.0,"$5,430,935.54",434875.0,"$6,244,066.76",500087.0,"$6,147,333.14",457336.0
Novadoz Pharmac,"$44,230.94",68914.0,"$17,470,132.27",13040246.0,"$45,750,607.02",49967185.0,"$50,886,917.23",61266437.0,"$54,456,884.60",87807317.0
Novadoz-Novaplu,$0.00,0.0,$0.00,0.0,"$90,150.31",2057.0,"$137,466.53",5152.0,"$56,184.79",3036.0
Novadoz-Premier,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$13,972.72",217.0,"$272,100.40",3923.0
Novaplus,$0.00,0.0,$0.00,0.0,$0.00,0.0,$11.88,22.0,$55.08,103.0
Novartis,"$1,689,140,986.45",88602501.0,"$1,993,901,153.62",85155004.0,"$2,058,067,602.05",81586764.0,"$2,498,567,070.32",95609675.0,"$2,840,947,809.52",105708691.0
Novartis Gene T,$0.00,0.0,"$36,075,094.42",19.0,"$79,060,928.25",44.0,"$106,514,888.21",87.0,"$87,238,857.57",67.0
Novartis*,"$1,488,479.37",4124.0,"$1,445,377.97",3993.0,"$2,099,551.89",6185.0,"$1,745,827.00",5398.0,"$1,692,181.70",4799.0
Novartis/Mylan,"$8,375,358.50",339480.0,"$6,840,778.67",276990.0,"$3,294,928.01",138300.0,"$1,544,471.60",67985.0,"$665,592.42",29680.0
Novartis/Record,"$617,580.54",3540.0,"$326,486.94",1440.0,"$190,784.89",1020.0,"$89,733.72",1140.0,"$287,334.64",1080.0
Noven Therapeut,"$17,990,344.73",1580504.0,"$19,643,164.57",1593369.0,"$18,220,024.86",1337486.0,"$22,493,610.17",1504993.0,"$22,732,811.77",1394536.0
Novitium/Ani Ph,"$495,798.77",1494597.0,"$30,077,725.41",22449047.0,"$38,705,551.49",48730054.0,"$49,942,104.47",90013859.0,"$63,120,513.27",125028932.0
Novo Nordisk,"$2,163,691,640.06",60772101.0,"$2,427,613,548.02",58154016.0,"$2,791,300,481.38",62799294.0,"$3,333,308,179.97",66520555.0,"$3,833,846,241.80",68667437.0
Novo Nordisk-Wa,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,365,602.85",211102.0,"$8,576,886.35",1227732.0
Nps Pharmaceuti,"$33,876,257.63",26257.0,"$49,461,094.38",34672.0,"$88,909,881.01",60773.0,"$120,875,390.89",78798.0,"$144,149,464.66",89758.0
"Ns Pharma, Inc.",$0.00,0.0,$0.00,0.0,$0.00,0.0,"$11,479,149.80",39135.0,"$35,872,616.72",116177.0
Nycomed,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,2775.0,$0.34,2026.0
Oak Pharmaceuti,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$162,694.80",5689.0,"$448,166.10",15695.0
"Oakrum Pharma,",$0.00,0.0,$149.52,357.0,"$1,777,180.93",1439674.0,"$4,151,186.26",3846164.0,"$3,323,958.25",2761878.0
Oceanside Pharm,"$122,386,295.43",52109526.0,"$147,990,524.06",51186102.0,"$129,123,540.09",45657718.0,"$101,600,001.35",40014740.0,"$97,740,274.12",33638726.0
Oceanside Pharm*,"$5,351,594.17",34394.0,"$1,517,413.51",10518.0,"$2,650,743.53",17490.0,"$2,272,827.83",14322.0,"$2,640,957.51",14426.0
Octapharma USA,"$79,727,483.73",41056112.0,"$85,765,243.86",40282453.0,"$92,642,033.31",48079221.0,"$125,138,980.34",57649794.0,"$148,548,875.30",61933965.0
Ocular Therapeu,$0.00,0.0,$0.00,0.0,"$21,611.11",92.0,"$140,854.87",866.0,"$196,704.03",810.0
Ohm Labs.,"$90,158.15",258755.0,"$76,709.16",215656.0,"$26,975.33",64343.0,"$189,319.88",448646.0,"$449,387.78",1190166.0
Ohm-Sun Pharmac,"$2,745,700.23",4658130.0,"$5,241,650.12",12466250.0,"$5,247,610.20",15744275.0,"$7,035,521.93",24906191.0,"$8,654,712.66",31149167.0
Omeros/Rayner,"$293,179.27",1334.0,"$495,271.16",5162.0,"$610,477.39",7888.0,"$670,191.51",9228.0,"$902,849.53",11574.0
Opko Pharmaceut,"$1,244,478.29",39604.0,"$2,344,110.82",67902.0,"$3,479,683.43",101980.0,"$3,392,752.34",94617.0,"$3,359,644.46",90384.0
"Optinose US, In","$219,699.02",8976.0,"$1,408,094.87",47920.0,"$4,172,585.43",133486.0,"$6,898,781.88",210016.0,"$10,201,326.61",297344.0
Orchid/Bionphar,"$3,184,922.38",14562853.0,"$691,263.95",1753071.0,"$542,816.77",868571.0,"$991,451.49",1190970.0,"$1,023,873.96",1080402.0
"Orexo US, Inc.","$42,934,757.49",4962464.0,"$40,773,769.56",4240093.0,"$39,068,729.33",3961771.0,"$39,662,179.36",3911356.0,"$41,548,197.66",4014475.0
Organon LLC,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$36,776,336.15",749521.0,"$314,859,952.25",7230678.0
Origin/Sentynl,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,559,234.69",2006.0
Orphan Europe/R,"$18,965,531.18",1036642.0,"$23,030,162.74",1055605.0,"$24,957,576.96",1103363.0,"$34,186,344.97",1168902.0,"$32,702,217.69",1194290.0
Ortho Diag.,"$9,160.59",122.0,"$2,648.42",43.0,"$1,228.81",25.0,$0.00,0.0,$916.50,12.0
Ortho/Bausch He,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,501.61",7560.0,"$1,008.27",6570.0
Oryza Pharmaceu,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$79,621.08",227477.0,"$1,442,430.61",3173602.0
Otonomy/Alk-Abe,"$48,247.49",146.0,"$13,078.84",122.0,"$18,335.83",64.0,"$40,193.33",126.0,"$35,229.29",84.0
Otsuka America,"$556,976,056.65",5563458.0,"$745,161,441.33",6894284.0,"$869,187,820.19",7996590.0,"$1,000,570,492.35",8779779.0,"$1,151,415,637.18",9741380.0
Otsuka America*,"$454,586,246.15",14502209.0,"$221,868,678.01",7793729.0,"$19,622,310.74",819885.0,"$13,966,309.33",560885.0,"$8,372,323.46",434896.0
Owp Pharmaceuti,"$1,103,598.40",50491.0,"$1,010,657.11",443032.0,"$1,075,608.22",107001.0,"$1,237,832.47",63340.0,"$1,360,366.90",55966.0
Oxford Pharmace,$0.00,0.0,$0.00,0.0,"$661,033.37",4031220.0,"$3,531,192.78",22947671.0,"$5,351,492.25",34375171.0
Oyster Point Ph,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$5,578.80",80.0,"$2,046,926.35",29487.0
Pacific-Zydus (,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$360,750.31",18496.0
Pacific/Greenst,"$17,965,208.50",4728806.0,"$16,360,100.99",4763914.0,"$16,810,222.47",4008547.0,"$22,544,519.56",4705496.0,"$22,902,542.70",5320766.0
Pacira Pharmace,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$126,048.33",7799.0
Padagis,"$25,067,283.07",33834937.0,"$33,480,039.91",36020823.0,"$37,389,048.40",38597072.0,"$49,615,921.28",46338996.0,"$39,338,284.77",44693523.0
Paddock/Novaplu,"$33,233.84",13537.0,"$32,674.74",11394.0,"$24,730.85",4258.0,"$11,577.87",2026.0,"$10,284.43",1284.0
Palmetto Pharma,"$5,055,627.59",6340949.0,"$5,024,766.06",5609904.0,"$4,183,150.89",4691588.0,"$1,779,828.93",1986030.0,"$2,006,991.07",1959412.0
Par Pharm-Novap,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$155,503.33",522.0,"$189,393.34",733.0
Par Pharm.,"$231,116,980.96",380945936.0,"$250,023,226.15",306816708.0,"$247,107,465.96",225621419.0,"$226,605,436.88",218336665.0,"$272,941,118.33",185091068.0
Par Pharmaceuti,"$14,184,923.64",863462.0,"$18,230,897.45",577780.0,"$19,524,632.64",595146.0,"$23,467,774.23",696951.0,"$30,741,834.52",7729705.0
Par Pharmaceuti*,"$16,660.86",12527.0,"$13,505.16",9642.0,"$10,984.50",8442.0,"$5,975.08",6590.0,"$2,508.81",5716.0
Par/Premier Pro,"$9,242.68",205.0,"$685,262.06",6264.0,"$898,674.75",11626.0,"$1,037,902.75",13292.0,"$1,704,640.78",19172.0
Paragon/Bausch,"$62,039.85",2798.0,"$323,429.89",6544.0,"$879,650.86",7638.0,"$1,062,984.97",9310.0,"$307,802.20",3893.0
Parapro LLC,"$32,885,257.98",15237054.0,"$46,979,490.68",20865176.0,"$50,843,129.23",22468449.0,"$41,993,788.55",18675751.0,"$46,822,358.92",20940567.0
Paratek Pharmac*,$0.00,0.0,"$854,690.66",4727.0,"$3,503,958.45",17078.0,"$5,687,408.65",25631.0,"$9,237,152.93",38719.0
Pari Respirator,"$14,914,068.25",930628.0,"$16,478,649.91",987536.0,"$15,161,772.98",966850.0,"$15,992,341.86",999905.0,"$13,027,251.16",821961.0
Partner Therape,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,880,978.41",10700.0,"$4,160,792.11",16811.0
Patrin Pharma,"$1,968,559.60",17666954.0,"$2,052,011.00",11580978.0,"$3,094,126.03",12872222.0,"$4,004,860.97",16151712.0,"$2,965,973.75",13061122.0
Patriot Pharmac,"$76,653,678.25",53924329.0,"$133,742,291.90",34329547.0,"$77,231,820.55",19020020.0,"$20,695,026.49",9041153.0,"$12,199,883.80",7084176.0
Pernix Therapeu,"$3,017,508.77",223816.0,"$3,398,847.48",232890.0,"$725,833.18",49648.0,"$380,569.06",24416.0,"$321,279.11",19261.0
Perrigo Co.,"$19,975,239.82",197184581.0,"$5,413,901.82",34837773.0,"$3,110,305.98",12998479.0,"$2,227,201.22",895618.0,"$105,415.88",72711.0
Perrigo Co.*,"$2,734.12",77941.0,"$3,651.50",60847.0,"$4,835.52",26283.0,"$2,185.53",28005.0,$621.60,16133.0
Perrigo Diabete,"$4,456.56",291370.0,"$12,724.36",587928.0,"$12,669.69",625365.0,"$14,168.52",746389.0,"$12,466.82",722024.0
Perrigo/Goodsen,$0.00,0.0,$0.00,0.0,$166.01,3735.0,$806.06,17929.0,"$1,351.52",21568.0
Perrigo/Padagis,"$234,073,727.37",834057682.0,"$267,231,717.85",944008364.0,"$302,787,611.75",859285897.0,"$285,774,879.57",900523252.0,"$244,834,612.14",893066302.0
Perrigo/Padagis*,"$5,919,710.88",32244669.0,"$7,129,827.22",36951410.0,"$6,750,915.03",37927501.0,"$7,324,384.89",41813982.0,"$7,643,281.27",41412041.0
Pfizer Cons.Hlt,$0.00,0.0,$0.00,0.0,$0.00,0.0,$465.80,4534.0,"$2,308.19",5607.0
Pfizer US Pharm,"$864,449,904.53",51347073.0,"$1,040,148,304.20",52536685.0,"$1,195,019,327.12",50409564.0,"$1,385,096,901.91",38320759.0,"$1,212,776,695.40",24663851.0
Pfizer US Pharm*,"$18,588,245.27",523501.0,"$24,411,305.97",489171.0,"$25,689,215.35",370183.0,"$26,349,486.98",418985.0,"$28,507,665.63",379726.0
Pfizer/Amerinet,"$3,467.13",525.0,"$11,054.56",1348.0,"$6,996.58",1943.0,"$4,720.34",584.0,"$2,689.91",281.0
Pfizer/Baxter,"$2,913,718.64",111465.0,"$3,859,199.49",88057.0,"$2,702,074.75",62013.0,"$3,207,717.36",58268.0,"$2,616,096.26",55208.0
Pfizer/Novaplus,"$3,646,262.73",197037.0,"$7,947,660.75",218129.0,"$5,948,307.39",148898.0,"$6,480,887.92",1331511.0,"$5,054,224.71",85566.0
Pfizer/Premierp,"$101,928.06",12950.0,"$128,467.82",16613.0,"$181,792.89",16900.0,"$84,311.40",18880.0,"$341,060.28",31011.0
Pfizer/Viatris,"$918,836,128.15",119026418.0,"$694,278,618.25",85429183.0,"$158,724,998.73",18460020.0,"$136,253,923.47",14705356.0,"$125,923,965.88",13444117.0
Phar-Prep/Pfize,"$312,182.41",393466.0,"$2,062,456.80",175746.0,"$2,060,657.84",185866.0,"$1,578,018.16",130637.0,"$1,630,742.06",230143.0
Pharbest Pharma,"$4,921.77",48688.0,"$5,684.90",93059.0,"$9,128.96",93857.0,"$2,384.52",22882.0,$124.86,953.0
Pharm Assoc Inc,"$28,838,506.19",408254425.0,"$44,085,552.74",608504348.0,"$37,876,435.91",553986348.0,"$44,296,022.43",552517260.0,"$49,141,403.34",629131985.0
Pharmaci/Pfizer,"$236,288,097.39",9632008.0,"$239,895,951.41",8411198.0,"$226,350,423.32",7758657.0,"$219,046,377.56",8409082.0,"$197,310,356.85",7277795.0
