Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,1,"Cmp Pharma, Inc",29230.74,262164.45,588.0,0.111497726,49.712142857,0.0,14453.61,111698.2,278.0,0.1293987728,51.991402878,0.0,8229.38,78455.6,154.0,0.1048921938,53.437532468,0.0,5359.24,52250.0,112.0,0.1025691866,47.850357143,0.0,4246.69,41659.8,97,0.1019373593,43.780309278,1,-0.006160011,-0.022162154
Sodium Sulfacetamide,Sulfacetamide Sodium,1,Method Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.76,3743.0,13,0.1906919583,54.904615385,1,0.0,0.0
Sodium Sulfacetamide,Sulfacetamide Sodium,1,"Biocomp Pharma,",48422.17,152316.0,535.0,0.3156340275,90.508728972,1.0,93949.43,209244.0,635.0,0.4893075709,147.95185827,0.0,151457.49,279970.0,840.0,0.5957120294,180.30653571,1.0,116638.46,220908.8,649.0,0.5599833104,179.72027735,0.0,121824.5,295765.0,708,0.465330393,172.06850282,0,-0.169028104,0.1019056264
Sodium Sulfacetamide,Sulfacetamide Sodium,1,Acella Pharmace,44302.4,155274.4,332.0,0.2919073548,133.44096386,0.0,62615.11,206354.2,440.0,0.3107301342,142.30706818,0.0,96228.68,284832.0,601.0,0.3430638067,160.11427621,0.0,331661.06,916037.0,1920.0,0.3642744809,172.74013542,0.0,143607.77,527586.8,1147,0.2983723374,125.2029381,0,-0.180913424,0.0054914448
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sod/Sulfur/Urea,1,Seton Pharmaceu,44606.63,108407.5,311.0,0.4114718078,143.42967846,0.0,24734.56,47190.4,133.0,0.5241438937,185.97413534,0.0,9325.8,18460.0,52.0,0.5051895991,179.34230769,0.0,14541.01,29746.0,84.0,0.4888391717,173.1072619,0.0,13430.53,26687.2,76,0.5032573668,176.7175,0,0.0294947623,0.0516289038
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,1,Westminster Pha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35821.93,123920.4,404.0,0.2903845012,88.668143564,1.0,114408.73,314219.0,1278.0,0.3466959256,89.521697966,0.0,308573.99,895949.226,3383,0.3285657492,91.21312149,0,-0.052294172,0.0637129048
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,1,Trinity Pharmac,30458.46,169975.0,385.0,0.1756390319,79.112883117,0.0,61228.82,285412.6,634.0,0.2152890284,96.575425868,0.0,93374.88,422445.0,928.0,0.2211946172,100.61948276,0.0,180187.84,830895.0,1811.0,0.2169328575,99.496322474,0.0,13677.04,76524.0,171,0.1789984416,79.982690058,1,-0.174867082,0.0047477767
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,1,Noble Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70579.65,104976.7,447.0,0.6625008365,157.89630872,0.0,134336.46,191708.0,806.0,0.6918307875,166.67054591,0.0,50979.23,57420.0,230,0.8836157964,221.64882609,1,0.2772137528,0.1548844135
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,1,Method Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315667.18,355277.0,874,0.9212337288,361.17526316,1,0.0,0.0
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,1,"Biocomp Pharma,",295850.87,333721.7,1897.0,1.2976266369,155.95723247,0.0,328518.63,276877.5,1527.0,2.1858996984,215.13990177,1.0,434804.67,405327.2,2070.0,1.9796656989,210.05056522,0.0,401485.2,388511.3,1987.0,1.8916027516,202.05596376,0.0,656119.4,363666.5,2569,3.4812964884,255.39875438,1,0.8403951282,0.2798168243
Sodium Sulfacetamide-Sulfur,Sulfacetamide Sodium/Sulfur,1,Acella Pharmace,650168.9,2044266.473,7365.0,0.3581265373,88.278194162,0.0,975204.53,2994013.238,10654.0,0.3469154,91.534121457,0.0,1491668.07,3870178.322,12720.0,0.4061549698,117.26950236,0.0,1613905.08,4350180.7,13360.0,0.4004688687,120.80127844,0.0,1611638.86,4809831.5,14734,0.4052960236,109.38230352,0,0.0120537583,0.0314162271
Sodium Tetradecyl Sulfate,Sodium Tetradecyl Sulfate,1,Leucadia/Hikma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.52,66.0,12,11.826060606,65.043333333,1,0.0,0.0
Sofosbuvir-Velpatasvir,Sofosbuvir/Velpatasvir,1,Asegua Therapeu,0.0,0.0,0.0,0.0,0.0,0.0,197446863.02,710294.0,27112.0,277.97906644,7282.63732,0.0,349140747.48,1247683.0,45547.0,279.83129327,7665.5048078,0.0,388155049.32,1387073.0,49964.0,279.83750626,7768.6944464,0.0,416937291.16,1492796.0,52560,279.29957687,7932.5968638,0,-0.001922292,0.0015809643
Solifenacin Succinate,Solifenacin Succinate,1,Westminster Pha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14990.81,11065.0,322.0,1.3518265428,46.555310559,0.0,12160.7,12582.0,371.0,0.9646205872,32.778167116,0.0,18348.41,25142.0,781,0.7308732243,23.493482714,0,-0.242320521,-0.264706814
Solifenacin Succinate,Solifenacin Succinate,1,Unichem Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18025.47,12237.0,363.0,1.4732961782,49.656942149,0.0,160728.81,201648.0,5889.0,0.7971296794,27.293056546,0.0,375281.81,456193.0,12892,0.8220438441,29.109665684,0,0.0312548452,-0.253031205
Solifenacin Succinate,Solifenacin Succinate,1,Teva USA,0.0,0.0,0.0,0.0,0.0,0.0,2265323.66,352480.0,11103.0,6.429360562,204.02806989,0.0,594768.2,503931.0,15328.0,1.1802956608,38.802727035,0.0,102976.73,115585.0,3653.0,0.8920663694,28.189633178,0.0,35751.75,41116.0,1269,0.8685622113,28.173167849,0,-0.026347993,-0.486889326
Solifenacin Succinate,Solifenacin Succinate,1,Sciegen Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,195167.72,101062.0,3175.0,1.9292321171,61.470148031,0.0,589886.22,566661.0,16978.0,1.0404799358,34.744152433,0.0,872645.31,1055022.067,30781.0,0.8269836998,28.350128651,0.0,750829.61,982339.0,28745,0.7640496728,26.120355192,0,-0.076100686,-0.265634323
Solifenacin Succinate,Solifenacin Succinate,1,Novadoz Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,95805.51,47557.0,1459.0,2.0168835551,65.665188485,0.0,623431.0,361952.0,10147.0,1.7223961061,61.439932985,0.0,594700.52,562270.03,14618.0,1.0578387162,40.682755507,0.0,614047.65,589305.0,14867,1.0419666246,41.302727517,0,-0.015004264,-0.197599862
Solifenacin Succinate,Solifenacin Succinate,1,Glenmark Pharma,0.0,0.0,0.0,0.0,0.0,0.0,250715.34,103310.0,3178.0,2.4317973529,78.890918817,0.0,819833.88,613488.0,17492.0,1.3364767,46.869076149,0.0,1338878.33,1153049.36,32146.0,1.1610899995,41.649920052,0.0,1383935.47,1489272.0,40825,0.9291735585,33.899215432,0,-0.199740279,-0.27435676
Solifenacin Succinate,Solifenacin Succinate,1,"Celltrion USA,",0.0,0.0,0.0,0.0,0.0,0.0,193.68,390.0,13.0,0.4966153846,14.898461538,1.0,9792.57,20568.0,636.0,0.4769476765,15.397122642,0.0,15180.82,36989.0,1083.0,0.4107702975,14.017377655,0.0,8304.19,19611.0,615,0.423312468,13.502747967,0,0.0305332946,-0.05184291
Solifenacin Succinate,Solifenacin Succinate,1,Ascend Laborato,0.0,0.0,0.0,0.0,0.0,0.0,443219.67,175581.0,5486.0,2.5238386304,80.791044477,0.0,1232155.88,840312.0,25030.0,1.4662581119,49.227162605,0.0,1584872.9,1566709.06,44158.0,1.0114351242,35.890957471,0.0,1680333.65,1955072.5,53921,0.8591850365,31.162879954,0,-0.150528772,-0.301754133
Solifenacin Succinate,Solifenacin Succinate,1,Apotex Corp,0.0,0.0,0.0,0.0,0.0,0.0,368028.95,159477.0,4345.0,2.3234587754,84.701714614,0.0,785402.24,775707.0,20689.0,1.0121701943,37.962310406,0.0,964614.87,1193451.3,30256.0,0.808274903,31.881771219,0.0,986324.65,1353892.09,32194,0.7286040072,30.636909051,0,-0.098569058,-0.320610452
Solifenacin Succinate,Solifenacin Succinate,1,Amneal Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,13793.2,7250.0,252.0,1.9021784979,54.734920635,1.0,84989.94,67006.0,2173.0,1.2676910891,39.111799356,0.0,13676.58,14174.0,480.0,0.9619279173,28.492875,0.0,560.47,944.0,28,0.600223079,20.016785714,1,-0.376020731,-0.319198547
Solifenacin Succinate,Solifenacin Succinate,1,Alembic Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18316.74,18000.0,560.0,1.0164412445,32.708464286,0.0,21766.89,25076.0,783.0,0.8691542798,27.799348659,0.0,3232.89,4151.0,131,0.7883358135,24.678549618,1,-0.092985179,-0.119327392
Solifenacin Succinate,Solifenacin Succinate,1,Ajanta Pharma L,0.0,0.0,0.0,0.0,0.0,0.0,156326.38,51581.0,1611.0,3.0304598168,97.036859094,0.0,248037.48,151296.0,4626.0,1.6390649844,53.618132296,0.0,15170.9,12465.0,400.0,1.2196255537,37.92725,0.0,3703.08,3626.0,121,1.0212098673,30.603966942,1,-0.162685741,-0.30411818
Soliqua 100-33,Insulin Glargine/Lixisenatide,1,Sanofi-Aventis,3510583.32,83886.0,6154.0,41.849454259,570.45552811,0.0,5495475.3,119055.0,9104.0,46.159130654,603.63305141,0.0,7761872.5,162714.0,11786.0,47.702548644,658.56715595,0.0,9595993.52,191836.0,12814.0,50.021859922,748.86791946,0.0,10025381.71,193966.0,12665,51.68628373,791.5816589,0,0.0332739289,0.0541960318
Soliris,Eculizumab,1,Alexion Pharmac,137677422.82,20764.228,5901.0,6630.5100686,23331.201969,0.0,137804922.39,22858.261,6070.0,6028.6704395,22702.623129,0.0,147021375.79,23332.797,5994.0,6301.0609397,24528.090722,0.0,135450191.2,24562.65,5818.0,5514.4779248,23281.229151,0.0,125163952.94,26011.164,5341,4811.9320204,23434.554005,1,-0.127400257,-0.077018203
Solodyn,Minocycline HCl,1,Bausch Health U,1163279.44,32855.0,1101.0,35.415540655,1056.5662489,1.0,253115.48,6700.0,226.0,37.7761239,1119.98,0.0,9745.3,2368.0,72.0,3.9044190191,135.35138889,1.0,4074.88,1800.0,55.0,2.2655210526,74.088727273,1.0,2754.7,1230.0,41,2.2395934959,67.187804878,1,-0.011444412,-0.498531301
Solosec,Secnidazole,1,Lupin Pharma,432026.57,2112.0,1692.0,204.55803504,255.33485225,0.0,1190607.99,5807.0,4389.0,205.02978991,271.27090226,0.0,1067101.81,4556.0,3796.0,234.2190101,281.11217334,1.0,655636.25,2882.0,2309.0,227.4934941,283.94813772,1.0,622954.34,3209.0,2170,194.12724836,287.07573272,0,-0.146669011,-0.012999236
Soltamox,Tamoxifen Citrate,1,Mayne Pharma In,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869.12,3750.0,12.0,4.498432,1405.76,1.0,151562.68,33750.0,124,4.4907460741,1222.2796774,0,-0.001708579,-0.001708579
Solu-Cortef,Hydrocortisone Sod Succinate,1,Pharmaci/Pfizer,1691546.83,14851.681,7653.0,113.89598457,221.03055403,1.0,891010.94,15829.2,7838.0,56.289069568,113.67835417,1.0,453536.15,13659.283,6883.0,33.203510755,65.892219962,1.0,1131768.18,15556.109,7976.0,72.753937376,141.89671264,1.0,366093.32,16723.69,7674,21.890702351,47.705671097,1,-0.69911316,-0.337878301
Solu-Cortef,Hydrocortisone Sodium Succ/PF,1,Pfizer US Pharm,5342566.21,48530.185,26480.0,116.92786109,201.75854267,1.0,3944937.29,48242.782,29357.0,84.71416606,134.37807984,1.0,3270196.94,53740.764,29531.0,60.908142311,110.73776506,1.0,3501094.93,61427.01,32722.0,56.878255945,106.99513874,1.0,3300858.93,62690.247,32489,52.99581338,101.5992776,1,-0.068258819,-0.179495648
Solu-Medrol*,Methylprednisolone Sod Succ,1,Pharmacia/Upjhn*,240846.52,704.025,523.0,350.57310872,460.50959847,1.0,12704.29,562.89,363.0,23.076477459,34.998044077,1.0,847.99,156.25,133.0,5.67515382,6.3758646617,1.0,718.81,81.125,71.0,9.9549589202,10.124084507,1.0,56.83,142.125,109,0.4560689282,0.5213761468,1,-0.954186759,-0.81008338
Solu-Medrol*,Methylprednisolone Sod Succ,1,Pharmaci/Pfizer,2167342.16,13283.874,12457.0,162.32274242,173.98588424,1.0,1639811.13,11746.323,11360.0,140.4815904,144.3495713,1.0,1470095.9,9297.315,9438.0,159.40049688,155.76349862,1.0,1496286.62,9304.35,9720.0,159.76681226,153.93895267,1.0,2374403.75,6270.517,8302,368.16398949,286.00382438,1,1.3043833965,0.2272003882
Solu-Medrol*,Methylprednisolone Sod Succ,1,Phar-Prep/Pfize,6012.12,55.25,28.0,108.81665158,214.71857143,1.0,24310.25,1155.375,278.0,21.041004003,87.446942446,0.0,52072.58,2966.625,449.0,17.552801584,115.9745657,1.0,35982.59,2693.75,430.0,13.357806032,83.68044186,0.0,14365.24,767.375,278,18.719973937,51.67352518,0,0.4014257949,-0.355975379
Solu-Medrol*,Methylprednisolone Sod Succ/PF,1,Phar-Prep/Pfize,265475.64,3331.33,2760.0,85.49487854,96.186826087,1.0,2013404.04,17699.8,14536.0,113.83237189,138.51156026,1.0,1990760.78,15435.9,12487.0,128.78830969,159.42666613,1.0,1523782.87,20093.398,16521.0,79.273713483,92.233089401,1.0,1586910.67,20334.027,17158,81.384351075,92.488091269,1,0.0266246843,-0.012242806
Solu-Medrol*,Methylprednisolone Sod Succ/PF,1,Pfizer/Novaplus,2135262.41,59136.302,39087.0,41.574543128,54.628454729,1.0,6491376.95,58288.08,39616.0,123.89336191,163.85745532,1.0,4014813.9,43263.412,28820.0,99.5920747,139.30651978,1.0,4362786.28,47765.455,32946.0,98.131786163,132.42233594,1.0,4716215.38,56829.678,35783,90.383680414,131.80044658,1,-0.078956127,0.2142710309
Solu-Medrol*,Methylprednisolone Sod Succ/PF,1,Pfizer US Pharm*,16613664.18,359699.82,270704.0,46.257358553,61.372067572,1.0,21525640.19,375774.176,289465.0,58.718131572,74.363533381,1.0,21326387.08,288358.406,215247.0,75.986978887,99.078672781,1.0,20701776.15,300810.086,224902.0,70.016272263,92.047986012,1.0,21895324.87,300829.746,229078,73.912135776,95.580216651,1,0.0556422584,0.1243039348
Soma,Carisoprodol,1,Meda/Mylan Spec,105830.66,15913.0,188.0,6.6641611741,562.92904255,0.0,87167.42,14842.0,186.0,5.8730238512,468.64204301,0.0,89980.75,15901.0,175.0,5.66666127,514.17571429,0.0,71440.27,12607.0,142.0,5.6695294524,503.10049296,0.0,61092.18,8708.0,106,6.7884778438,576.34132075,1,0.1973617742,0.0046313542
Somatuline Depot,Lanreotide Acetate,1,Ipsen Biopharma,23507117.79,1809.672,3962.0,13582.664913,5933.1443185,0.0,28314449.9,2131.424,4703.0,13987.912691,6020.508165,0.0,36539299.6,2686.634,5669.0,13809.562361,6445.4576821,1.0,44711912.02,4272.466,6769.0,11552.873483,6605.394005,1.0,42667118.55,3352.311,6354,13388.953067,6715.0013456,1,0.1589283901,-0.003584653
Somavert,PEGvisomant,1,Pharmaci/Pfizer,7052224.02,18421.0,618.0,390.26737075,11411.365728,0.0,7451148.12,18166.0,678.0,412.44591902,10989.893982,0.0,7390832.79,17830.5,650.0,407.94868298,11370.511985,0.0,7574940.63,16987.0,585.0,443.15698146,12948.616462,0.0,8037723.04,17283.0,606,461.93405621,13263.569373,1,0.0423711586,0.0430483366
Soolantra,IVermectin,1,Galderma Labora,1675811.83,156200.0,3470.0,10.728628873,482.94289049,0.0,2223785.48,182970.0,4058.0,12.153825654,548.00036471,0.0,1602543.58,129075.0,2776.0,12.415600077,577.2851513,0.0,1789001.78,138330.0,3005.0,12.932854623,595.34169052,0.0,775855.67,57900.0,1268,13.399925216,611.87355678,0,0.0361150424,0.0571571174
Sorafenib,Sorafenib Tosylate,1,Mylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500992.9,32137.0,516,140.05641161,8722.8544574,0,0.0,0.0
Sorafenib,Sorafenib Tosylate,1,Dr.Reddy'S Lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328118.64,2597.0,46,126.34525992,7133.013913,1,0.0,0.0
Sorbitol,Sorbitol Solution,1,Pharm Assoc Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.16,27344.0,61,0.0123668812,5.5436065574,1,0.0,0.0
Sorbitol,Sorbitol Solution,1,"Cmp Pharma, Inc",11866.45,626841.366,1158.0,0.0189305471,10.247366149,0.0,14612.28,810770.376,1510.0,0.0180227108,9.6770066225,0.0,24077.5,690282.561,1349.0,0.0348806436,17.848406227,0.0,15880.8,500248.506,1106.0,0.0317458219,14.358770344,0.0,17918.51,321623.264,899,0.0557127298,19.93160178,0,0.7549625863,0.3097783825
Soriatane,Acitretin,1,Stiefel Labs.,802364.03,19671.0,578.0,40.690728976,1388.1730623,1.0,410185.37,11339.0,342.0,35.795430995,1199.3724269,1.0,910737.71,19738.0,589.0,46.282355943,1546.2439898,1.0,1057936.78,21713.0,617.0,49.220973488,1714.6463209,1.0,32849.78,720.0,22,45.236433333,1493.1718182,1,-0.080952079,0.0268292262
Sorilux,Calcipotriene,1,Mayne Pharma In,912505.83,85020.0,1085.0,10.732837332,841.01919816,0.0,813036.21,65520.0,861.0,12.408977564,944.29292683,0.0,553574.98,42060.0,529.0,13.161554446,1046.4555388,0.0,349179.95,24720.0,339.0,14.125402508,1030.029351,0.0,216657.17,14880.0,213,14.560293683,1017.1698122,0,0.0307878784,0.079229721
Sorine,Sotalol HCl,1,Upsher-Smith La,248.84,498.5,30.0,0.4920937148,8.2946666667,1.0,86376.09,583.5,62.0,183.33850577,1393.1627419,1.0,73918.15,421.5,59.0,228.55929194,1252.85,1.0,105223.33,398.5,31.0,345.2012068,3394.3009677,1.0,39972.83,21.36,21,1586.495068,1903.4680952,1,3.5958560885,6.5352510654
Sosweet Syrup Vehicle,Compounding Vehicle Syrup No23,1,Camber Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015.2,118542.617,810.0,0.1097934256,16.068148148,0.0,24383.26,278315.402,1566.0,0.0876101711,15.570408685,0.0,15981.5,239770.47,1319,0.0666533289,12.116376042,0,-0.239205585,-0.220846987
Sotalol,Sotalol HCl,1,Teva USA,457341.07,2093966.768,32626.0,0.2174045511,14.017687427,0.0,591134.82,2745524.068,41023.0,0.2146893627,14.409838871,0.0,603343.93,2608130.37,34421.0,0.230375463,17.528367276,0.0,334605.77,1402217.8,16499.0,0.2371069589,20.280366689,0.0,303019.61,1362841.064,15553,0.2201266905,19.483032855,0,-0.071614382,0.0031156781
Sotalol,Sotalol HCl,1,Oxford Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26324.07,127978.0,1567.0,0.2056208672,16.799023612,0.0,230928.39,1108103.571,13859.0,0.2068420982,16.662702215,0.0,254213.87,1273977.886,15566,0.1976571486,16.331354876,0,-0.04440561,-0.019556279
Sotalol,Sotalol HCl,1,Bayshore Pharma,67695.05,336905.763,5496.0,0.2003484185,12.317148836,0.0,157547.05,802750.263,12995.0,0.1957794059,12.123666795,0.0,227496.73,1105950.46,16190.0,0.2051046434,14.051681902,0.0,190256.94,976611.07,13352.0,0.1938788849,14.24932145,0.0,141937.28,658493.073,8602,0.2153265486,16.500497559,0,0.1106240308,0.0181878614
Sotalol,Sotalol HCl,1,Apotex Corp,473037.23,2290578.813,37299.0,0.2062125734,12.682303279,0.0,317110.79,1398507.074,22663.0,0.2277145084,13.992445396,0.0,355700.72,1433995.151,20697.0,0.246763581,17.186100401,0.0,483076.67,2074975.464,26549.0,0.2311234403,18.19566349,0.0,505694.39,2072530.52,25060,0.2435770747,20.179345172,0,0.0538830435,0.0425102102
Sotalol,Sotalol HCl,1,Ahp,551.57,698.0,66.0,0.7902148997,8.3571212121,1.0,11291.55,508.5,54.0,22.20560472,209.10277778,1.0,44659.5,651.0,67.0,68.601382488,666.55970149,1.0,83483.31,252.0,48.0,331.28297619,1739.235625,1.0,81933.3,159.5,61,513.68840125,1343.1688525,1,0.550603074,4.0493867536
Sotalol Af,Sotalol HCl,1,Mylan,19766.49,71626.0,1053.0,0.2767739685,18.771595442,0.0,6061.68,24164.0,356.0,0.2490427473,17.027191011,0.0,1767.46,8746.0,122.0,0.2002618682,14.487377049,0.0,319.99,2480.0,36.0,0.1272059166,8.8886111111,1.0,177.76,990.0,14,0.1795555556,12.697142857,1,0.4115346231,-0.10253318
Sotalol Af,Sotalol HCl,1,Epic Pharma LLC,14092.25,53200.0,810.0,0.2649428475,17.397839506,0.0,45539.11,165300.0,2520.0,0.2749790324,18.071075397,0.0,46826.68,152695.0,2178.0,0.3052484998,21.499853076,0.0,49416.3,136726.0,1774.0,0.3574944961,27.855862458,0.0,31627.13,127125.0,1553,0.2480310472,20.365183516,0,-0.306196179,-0.016354834
Sotalol Af,Sotalol HCl,1,Bayshore Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11771.92,38949.75,461.0,0.3025712817,25.535618221,0.0,36814.74,114974.06,1395.0,0.3195629624,26.390494624,0.0,26737.0,95623.0,1190,0.2805131598,22.468067227,0,-0.122197523,-0.037140837
Sotalol Af,Sotalol HCl,1,Apotex Corp,45072.5,160375.034,2589.0,0.2809378457,17.409231363,0.0,24294.62,95691.16,1476.0,0.2541964975,16.459769648,0.0,29835.45,101230.933,1505.0,0.2948133911,19.824219269,0.0,10534.6,29491.187,434.0,0.3639496044,24.273271889,0.0,8308.93,27556.687,349,0.3029091614,23.80782235,0,-0.167716745,0.0190031821
Sotradecol,Sodium Tetradecyl Sulfate,1,Mylan Instituti,12347.01,214.0,130.0,65.094043877,94.977,1.0,15383.0,179.0,99.0,83.950201023,155.38383838,1.0,25723.37,205.0,146.0,112.06839526,176.18746575,1.0,133679.93,2534.0,697.0,93.800943342,191.79329986,1.0,62226.06,459.5,209,140.02630468,297.7323445,1,0.4928027341,0.2110639982
Sotrovimab (Eua),Sotrovimab,1,Glaxosmithkline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63782.49,992.0,68.0,64.296864919,937.97779412,1.0,95053.48,2583.0,343,36.799643825,277.1238484,1,-0.427660371,-0.427660371
Sotyktu,Deucravacitinib,1,BMS Primarycare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355591.83,1770.0,59,200.89933898,6026.9801695,1,0.0,0.0
Sotylize,Sotalol HCl,1,Arbor/Azurity,1268209.89,753029.5,2260.0,1.6841437022,561.15481858,0.0,1357640.58,813958.1,2402.0,1.6679489767,565.21256453,0.0,1683276.63,903718.7,2765.0,1.8626112639,608.77997468,0.0,1789723.26,1017832.5,2990.0,1.7583671773,598.56965217,0.0,1909650.51,1040497.411,2954,1.8353246148,646.46259648,0,0.0437664206,0.0217236258
Sovaldi,Sofosbuvir,1,Gilead Sciences,2759295.34,2989.0,133.0,923.14999665,20746.581504,0.0,1975769.06,2000.0,74.0,987.88453,26699.581892,1.0,1991567.63,2140.0,73.0,930.86845507,27281.748356,0.0,1825579.65,2110.0,67.0,867.29631941,27247.457463,1.0,1018660.3,1148.0,41,887.3347561,24845.373171,1,0.0231044872,-0.009843586
Spinosad,Spinosad,1,Allegis Pharmac,15595605.3,8888602.796,72084.0,1.7545620676,216.35321708,0.0,12636953.27,6959935.0,56617.0,1.8156711622,223.20068654,0.0,9639059.55,5661265.0,46050.0,1.7026335192,209.31725407,0.0,6811026.56,3800543.0,30958.0,1.7921193261,220.00861038,0.0,7733976.52,4225354.0,34411,1.8303736255,224.75303014,0,0.0213458439,0.0106313204
Spinraza,Nusinersen Sodium/PF,1,Biogen-Idec,238255986.75,10005.222,1912.0,23813.163441,124610.87173,0.0,234119057.63,9757.166,1966.0,23994.575641,119083.95607,0.0,201336808.57,8368.086,1696.0,24060.078801,118712.7409,0.0,149822163.61,6199.665,1258.0,24166.170851,119095.51956,0.0,115162253.66,4779.461,986,24095.238702,116797.41751,0,-0.002935184,0.0029482734
Spiriva Handihaler,Tiotropium Bromide,1,Boehringer Ing.,286067794.16,22441053.991,728845.0,12.747520427,392.49469251,0.0,292126348.27,20648561.653,661861.0,14.147539823,441.37114631,0.0,320089617.35,21547026.0,657175.0,14.855396626,487.06907194,0.0,357172540.71,22924252.52,675085.0,15.580553407,529.07788013,0.0,323997317.01,20101953.231,586303,16.117703254,552.61070984,0,0.034475659,0.0603991227
Spiriva Respimat,Tiotropium Bromide,1,Boehringer Ing.,146858916.46,1655915.052,405099.0,88.690290888,362.52599108,1.0,174868547.71,1691886.744,411324.0,103.36528397,425.13577547,0.0,203919408.69,1882687.914,450340.0,108.3247254,452.81211682,0.0,224710281.65,1985016.164,469111.0,113.21948057,479.01303028,0.0,241111681.57,2021441.853,471801,119.28406105,511.04529573,0,0.0535648145,0.0769029937
