Brnd_Name,Gnrc_Name
Nebusal,Sodium Chloride For Inhalation
Necon,Norethindrone-Ethin. Estradiol
Nefazodone HCl,Nefazodone HCl
Neo-Polycin,Neomycin/Bacitracin/Polymyxinb
Neo-Polycin HC,Neomycin/Bacit/P-Myx/Hydrocort
Neo-Synalar,Neomycin Sulfate/Fluocinolone
Neomycin Sulfate,Neomycin Sulfate
Neomycin-Bacitracin-Poly-HC,Neomycin/Bacit/P-Myx/Hydrocort
Neomycin-Bacitracin-Polymyxin,Neomycin/Bacitracin/Polymyxinb
Neomycin-Polymyxin B,Neomycin Sulf/Polymyxin B Sulf
Neomycin-Polymyxin-Dexameth,Neomycin/Polymyxin B/Dexametha
Neomycin-Polymyxin-Gramicidin,Neomycin/Polymyxn B/Gramicidin
Neomycin-Polymyxin-HC*,Neomycin/Polymyxin B/Hydrocort
Neomycin-Polymyxin-Hydrocort,Neomycin/Polymyxin B/Hydrocort
Neoral,"Cyclosporine, Modified"
Nerlynx,Neratinib Maleate
Nesina,Alogliptin Benzoate
Nestabs One,Multivit No.42/Iron/Folate/DHA
Neulasta,PEGfilgrastim
Neulasta Onpro,PEGfilgrastim
Neupogen,Filgrastim
Neupro,Rotigotine
Neurontin,Gabapentin
Nevanac,Nepafenac
Nevirapine,Nevirapine
Nevirapine ER,Nevirapine
Nexavar,Sorafenib Tosylate
Nexium,Esomeprazole Magnesium
Nexletol,Bempedoic Acid
Nexlizet,Bempedoic Acid/Ezetimibe
Nexplanon,Etonogestrel
Nextstellis,Drospirenone/Estetrol
Nexviazyme,Avalglucosidase Alfa-Ngpt
Niacin,Niacin
Niacin ER,Niacin
Niacor,Niacin
Niaspan,Niacin
Nicardipine HCl*,Nicardipine HCl
Nicotrol,Nicotine
Nicotrol Ns,Nicotine
Nifedipine,Nifedipine
Nifedipine ER,Nifedipine
Nikki,Ethinyl Estradiol/Drospirenone
Nilandron,Nilutamide
Nilutamide,Nilutamide
Nimodipine,Nimodipine
Ninlaro,Ixazomib Citrate
Nisoldipine,Nisoldipine
Nitazoxanide,Nitazoxanide
Nitisinone,Nitisinone
Nitro-Bid,Nitroglycerin
Nitro-Dur,Nitroglycerin
Nitrofurantoin,Nitrofurantoin
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst
Nitroglycerin Patch,Nitroglycerin
Nitroglycerin*,Nitroglycerin
Nitrolingual,Nitroglycerin
Nitrostat,Nitroglycerin
Niva-Plus,Multivit-Mins60/Iron Fum/Folic
Nivestym*,Filgrastim-Aafi
Nizatidine,Nizatidine
Nocdurna,Desmopressin Acetate
Nora-Be,Norethindrone
Norditropin Flexpro,Somatropin
Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol
Norethindrone,Norethindrone
Norethindrone Acetate,Norethindrone Acetate
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron
Norgesic Forte,Orphenadrine/Aspirin/Caffeine
Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol
Noritate,Metronidazole
Norliqva,Amlodipine Besylate
Norlyda,Norethindrone
Norpace,Disopyramide Phosphate
Norpace Cr,Disopyramide Phosphate
Northera,Droxidopa
Nortrel,Norethindrone-Ethin. Estradiol
Nortriptyline HCl,Nortriptyline HCl
Norvasc,Amlodipine Besylate
Norvir,Ritonavir
Nourianz,Istradefylline
Novofine 32,"Pen Needle, Diabetic"
Novofine Autocover,"Pen Needle, Diabetic, Safety"
Novofine Plus,"Pen Needle, Diabetic"
Novolin 70-30,Insulin NPh Hum/Reg Insulin Hm
Novolin 70-30 Flexpen,Insulin NPh Hum/Reg Insulin Hm
Novolin N,Insulin NPh Human Isophane
Novolin N Flexpen,Insulin NPh Human Isophane
Novolin R,"Insulin Regular, Human"
Novolin R Flexpen,"Insulin Regular, Human"
Novolog,Insulin Aspart
Novolog Flexpen,Insulin Aspart
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp
Novolog Penfill,Insulin Aspart
Novopen Echo,Insulin Admin. Supplies
Novotwist,"Pen Needle, Diabetic"
Noxafil*,Posaconazole
Nubeqa,Darolutamide
Nucala,Mepolizumab
Nucynta,Tapentadol HCl
Nucynta ER,Tapentadol HCl
Nuedexta,Dextromethorphan HBr/Quinidine
Nulev,Hyoscyamine Sulfate
Nulojix,Belatacept
Nulytely,Sodium Chloride/NaHCO3/KCl/PEG
Nulytely With Flavor Packs,Sodium Chloride/NaHCO3/KCl/PEG
Nuplazid,Pimavanserin Tartrate
Nurtec ODT,Rimegepant Sulfate
Nutrilipid,Fat Emulsions
Nutropin Aq Nuspin,Somatropin
Nuvaring,Etonogestrel/Ethinyl Estradiol
Nuvessa,Metronidazole
Nuvigil,Armodafinil
Nuzyra*,Omadacycline Tosylate
Nyamyc,Nystatin
Nylia,Norethindrone-Ethin. Estradiol
Nymalize,Nimodipine
Nymyo,Norgestimate-Ethinyl Estradiol
Nystatin*,Nystatin
Nystatin-Triamcinolone,Nystatin/Triamcinolone Acet
Nystop,Nystatin
Nyvepria,PEGfilgrastim-Apgf
Ocaliva,Obeticholic Acid
Ocella,Ethinyl Estradiol/Drospirenone
Ocrevus,Ocrelizumab
Octagam,Immun Globg(IgG)/Malt/IgA Ov50
Octreotide Acetate,Octreotide Acetate
Ocuflox,Ofloxacin
Odactra,"Mite,D.Farinae-D.Pteronyssinus"
Odefsey,Emtricitab/Rilpiviri/Tenof Ala
Odomzo,Sonidegib Phosphate
Ofev,Nintedanib Esylate
Ofloxacin*,Ofloxacin
Ogivri,Trastuzumab-Dkst
Olanzapine ODT,Olanzapine
Olanzapine*,Olanzapine
Olanzapine-Fluoxetine HCl,Olanzapine/Fluoxetine HCl
Olmesartan Medoxomil,Olmesartan Medoxomil
Olmesartan-Amlodipine-HCTZ,Olmesartan/Amlodipin/HCThiazid
Olmesartan-Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide
Olopatadine HCl*,Olopatadine HCl
Olumiant,Baricitinib
Olux,Clobetasol Propionate
Olux-E,Clobetasol Propionate/Emoll
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters
Omegaven,Fatty Acid6/Fish Oil/Gly/P-Lip
Omeprazole,Omeprazole
Omeprazole-Sodium Bicarbonate,Omeprazole/Sodium Bicarbonate
Omnaris,Ciclesonide
Omnipod 5 G6 Intro Kit (Gen 5),"Insulin Pump Cart,Auto,Bt/Cntr"
Omnipod 5 G6 Pods (Gen 5),"Insulin Pump Cart,Automated,Bt"
Omnipod Classic Pdm Kit(Gen 3),"Insulin Pump Controller, Rf"
Omnipod Classic Pods (Gen 3),"Insulin Pump Cart,Cont Inf,Rf"
Omnipod Dash Intro Kit (Gen 4),"Insulin Pump Cart,Cont Bt/Cntr"
Omnipod Dash Pdm Kit (Gen 4),Insulin Pump Controller
Omnipod Dash Pods (Gen 4),"Insulin Pump Cart,Cont Inf,Bt"
Omnitrope,Somatropin
Ondansetron HCl,Ondansetron HCl/PF
Ondansetron HCl*,Ondansetron HCl
Ondansetron ODT,Ondansetron
Onexton,Clindamycin Phos/Benzoyl Perox
Onfi,Clobazam
Ongentys,Opicapone
Onglyza,Saxagliptin HCl
Onivyde,Irinotecan Liposomal
Onpattro,"Patisiran Sodium,Lipid Complex"
Ontruzant,Trastuzumab-Dttb
Onureg,Azacitidine
Onzetra Xsail,Sumatriptan Succinate
Opdivo,Nivolumab
Opdualag,Nivolumab-Relatlimab-Rmbw
Opium Tincture,Opium Tincture
Opsumit,Macitentan
Opzelura,Ruxolitinib Phosphate
Oracea,Doxycycline Monohydrate
Oracit,Citric Acid/Sodium Citrate
Oralair,Gr Pol-Orc/Sw Ver/Rye/Kent/Tim
Orbactiv,Oritavancin Diphosphate
Orencia,Abatacept
Orencia Clickject,Abatacept
Orenitram ER,Treprostinil Diolamine
Orfadin,Nitisinone
Orgovyx,Relugolix
Oriahnn,Elagolix/Estradiol/Norethindrn
Orilissa,Elagolix Sodium
Orkambi,Lumacaftor/IVacaftor
Orladeyo,Berotralstat Hydrochloride
Orlistat,Orlistat
Orphenadrine Citrate,Orphenadrine Citrate
Orphenadrine Citrate ER,Orphenadrine Citrate
Orphenadrine-Aspirin-Caffeine,Orphenadrine/Aspirin/Caffeine
Orphengesic Forte,Orphenadrine/Aspirin/Caffeine
Orsythia,Levonorgestrel/Ethin.Estradiol
Ortikos,Budesonide
Oscimin,Hyoscyamine Sulfate
Oscimin Sl,Hyoscyamine Sulfate
Oseltamivir Phosphate,Oseltamivir Phosphate
Oseni,Alogliptin Benz/Pioglitazone
Osmolex ER,Amantadine HCl
Osmoprep,"Sod Phosphate Mbas/Sod Phos,Di"
Osphena,Ospemifene
Otezla,Apremilast
Otovel,Ciprofloxacin HCl/Fluocinolone
Otrexup,Methotrexate/PF
Oxacillin,Oxacillin In Dextrose(Iso-Osm)
Oxacillin Sodium*,Oxacillin Sodium
Oxaliplatin,Oxaliplatin
Oxandrolone,Oxandrolone
Oxaprozin,Oxaprozin
Oxaydo,Oxycodone HCl
Oxazepam,Oxazepam
Oxbryta,Voxelotor
Oxcarbazepine,Oxcarbazepine
Oxervate,Cenegermin-Bkbj
Oxiconazole Nitrate,Oxiconazole Nitrate
Oxistat,Oxiconazole Nitrate
Oxlumo,Lumasiran Sodium
Oxtellar XR,Oxcarbazepine
Oxybutynin Chloride,Oxybutynin Chloride
Oxybutynin Chloride ER,Oxybutynin Chloride
Oxycodone HCl,Oxycodone HCl
Oxycodone HCl ER,Oxycodone HCl
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen
Oxycontin,Oxycodone HCl
Oxymorphone HCl,Oxymorphone HCl
Oxymorphone HCl ER,Oxymorphone HCl
Oxytrol,Oxybutynin
Ozempic,Semaglutide
Ozurdex,Dexamethasone
PEG 3350-Electrolyte,Sodium Chloride/NaHCO3/KCl/PEG
PEG-3350 And Electrolytes,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
PEG3350-Sod Sul-NaCl-KCl-Asb-C,PEG3350/Sod Sul/NaCl/KCl/Asb/C
PEGasys,PEGinterferon Alfa-2a
PNV 29-1,"Prenatal Vit,Calc76/Iron/Folic"
PNV Tabs 20-1,PNV No.163/Iron/Folate No.10
PNV-DHA,Multivit 47/Iron/Folate 1/DHA
PNV-Omega,Mv-Mins 71/Iron/Folic No.1/DHA
PNV-Select,"Prenatal,Calc.40/Iron/Folate 1"
Pacerone,Amiodarone HCl
Paclitaxel,Paclitaxel
Paclitaxel Protein-Bound,Paclitaxel Protein-Bound
Padcev,Enfortumab Vedotin-Ejfv
Paliperidone ER,Paliperidone
Palonosetron HCl,Palonosetron HCl
Palynziq,PEGvaliase-Pqpz
Pamelor,Nortriptyline HCl
Pamidronate Disodium,Pamidronate Disodium
Pancreaze,Lipase/Protease/Amylase
Pandel,Hydrocortisone Probutate
Panretin,Alitretinoin
Pantoprazole Sodium*,Pantoprazole Sodium
Panzyga,Immun Glob G(IgG)-Ifas/Glycine
Paricalcitol*,Paricalcitol
Parnate,Tranylcypromine Sulfate
Paroex,Chlorhexidine Gluconate
Paromomycin Sulfate,Paromomycin Sulfate
Paroxetine Cr,Paroxetine HCl
Paroxetine ER,Paroxetine HCl
Paroxetine HCl,Paroxetine HCl
Paroxetine Mesylate,Paroxetine Mesylate
Patanase,Olopatadine HCl
Paxil,Paroxetine HCl
Paxil Cr,Paroxetine HCl
Paxlovid (Eua),Nirmatrelvir/Ritonavir
Pazeo,Olopatadine HCl
Pediarix,Hep B Vaccine/Dp(A)t-Polio/PF
Pedvaxhib,Haemph B Polysac Conj-Menin/PF
Pemazyre,Pemigatinib
Pemetrexed Disodium,Pemetrexed Disodium
Pen Needle,"Pen Needle, Diabetic"
Pen Needles,"Pen Needle, Diabetic"
Penciclovir,Penciclovir
Penicillamine,Penicillamine
Penicillin G Potassium,Penicillin G Potassium
Penicillin G Procaine,Penicillin G Procaine
Penicillin G Sodium,Penicillin G Sodium
Penicillin Gk-Iso-Osm Dextrose,Pen G Pot/Dextrose-Water
Penicillin V Potassium,Penicillin V Potassium
Pennsaid,Diclofenac Sodium
Pentacel,"Dipht,Pert(A),Tet-Polio/Hib/PF"
Pentamidine Isethionate*,Pentamidine Isethionate
Pentasa,Mesalamine
Pentazocine-Naloxone HCl,Pentazocine HCl/Naloxone HCl
Pentips,"Pen Needle, Diabetic"
Pentoxifylline,Pentoxifylline
Pepcid,Famotidine
Percocet,Oxycodone HCl/Acetaminophen
Perforomist,Formoterol Fumarate
Perindopril Erbumine,Perindopril Erbumine
Periogard,Chlorhexidine Gluconate
Perjeta,Pertuzumab
Permethrin,Permethrin
Perphenazine,Perphenazine
Perphenazine-Amitriptyline,Perphenazine/Amitriptyline HCl
Perseris,Risperidone
Pertzye,Lipase/Protease/Amylase
Pexeva,Paroxetine Mesylate
Pfizerpen,Penicillin G Potassium
Phenazopyridine HCl,Phenazopyridine HCl
Phenelzine Sulfate,Phenelzine Sulfate
Phenergan*,Promethazine HCl
Phenobarbital,Phenobarbital
Phenobarbital Sodium,Phenobarbital Sodium
Phenohytro,Phenobarb/Hyoscy/Atropine/Scop
Phenoxybenzamine HCl,Phenoxybenzamine HCl
Phentermine HCl,Phentermine HCl
Phenylephrine HCl*,Phenylephrine HCl
Phenytek,Phenytoin Sodium Extended
Phenytoin,Phenytoin
Phenytoin Sodium,Phenytoin Sodium
Phenytoin Sodium Extended,Phenytoin Sodium Extended
Phesgo,Pertuzumab-Trastuzumab-Hy-Zzxf
Phexxi,Lactic Acid/Citric/Potassium
Philith,Norethindrone-Ethin. Estradiol
Phoslyra,Calcium Acetate
Phospha 250 Neutral,"Sod Phos Di, Mono/K Phos Mono"
Phospholine Iodide,Echothiophate Iodide
Phytonadione*,Phytonadione (Vit K1)
Pifeltro,Doravirine
Pilocarpine HCl*,Pilocarpine HCl
Pimecrolimus,Pimecrolimus
Pimozide,Pimozide
Pimtrea,Desog-E.Estradiol/E.Estradiol
Pindolol,Pindolol
Pioglitazone HCl,Pioglitazone HCl
Pioglitazone-Glimepiride,Pioglitazone HCl/Glimepiride
Pioglitazone-Metformin,Pioglitazone HCl/Metformin HCl
Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam
Piqray,Alpelisib
Pirfenidone,Pirfenidone
Pirmella,Norethindrone-Ethin. Estradiol
Piroxicam,Piroxicam
Plaquenil,Hydroxychloroquine Sulfate
Plasma-Lyte A pH 7.4,Electrolyte-A Solution
Plavix,Clopidogrel Bisulfate
Plegridy Pen,PEGinterferon Beta-1a
Plegridy*,PEGinterferon Beta-1a
Plenamine,Parenteral Amino Acid 15% No.6
Plenvu,PEG3350/Sod Sul/NaCl/KCl/Asb/C
Pliaglis,Lidocaine/Tetracaine
Podofilox,Podofilox
Polivy,Polatuzumab Vedotin-Piiq
Polycin,Bacitracin/Polymyxin B Sulfate
Polymyxin B Sul-Trimethoprim,Polymyxin B Sulf/Trimethoprim
Polymyxin B Sulfate,Polymyxin B Sulfate
Polytrim,Polymyxin B Sulf/Trimethoprim
Pomalyst,Pomalidomide
Ponvory,Ponesimod
Portia,Levonorgestrel/Ethin.Estradiol
Posaconazole,Posaconazole
Potassium Acetate,Potassium Acetate
Potassium Chloride,Potassium Chloride In Water
Potassium Chloride In D5lr,Potassium Chloride In Lr-D5
Potassium Chloride*,Potassium Chloride
Potassium Chloride-0.45% NaCl,Potassium Chloride-0.45% NaCl
Potassium Chloride-0.9% NaCl,Potassium Chloride In 0.9%NaCl
Potassium Chloride-Dextrose 5%,Potassium Chloride In D5W
Potassium Citrate ER,Potassium Citrate
Potassium Citrate-Citric Acid,Potassium Citrate/Citric Acid
Potassium Phosphate,"Potassium Phos,M-Basic-D-Basic"
Poteligeo,Mogamulizumab-Kpkc
Pr Natal 400 EC,"PNV19/Iron Bg,S.P/Folic Ac/Om3"
Pradaxa,Dabigatran Etexilate Mesylate
Praluent Pen,Alirocumab
Pramipexole Dihydrochloride,Pramipexole Di-HCl
Pramipexole ER,Pramipexole Di-HCl
Pramosone,Hydrocortisone/Pramoxine
Prasugrel HCl,Prasugrel HCl
Pravastatin Sodium,Pravastatin Sodium
Praziquantel,Praziquantel
Prazosin HCl,Prazosin HCl
Precision,"Syringe And Needle,Insulin,1ml"
Pred Forte,Prednisolone Acetate
Pred Mild,Prednisolone Acetate
Pred-G,Gentamicin Sulf/Prednisolone
Prednicarbate,Prednicarbate
Prednisolone,Prednisolone
Prednisolone Acetate,Prednisolone Acetate
Prednisolone Sodium Phos ODT,Prednisolone Sodium Phosphate
Prednisolone Sodium Phosphate*,Prednisolone Sodium Phosphate
Prednisone,Prednisone
Prednisone Intensol,Prednisone
Prefest,Estradiol/Norgestimate
Pregabalin,Pregabalin
Pregabalin ER,Pregabalin
Pregnyl,"Chorionic Gonadotropin, Human"
Premarin*,"Estrogens, Conjugated"
Premasol,Parenteral Amino Acid 10% No.7
Premphase,"Estrogen,Con/M-Progest Acet"
Prempro,"Estrogen,Con/M-Progest Acet"
Prenatal Plus,"PNV,Calcium 72/Iron/Folic Acid"
Prenatal Vitamin Plus Low Iron,"PNV,Calcium 72/Iron/Folic Acid"
Prenate Chewable,Multivitamin No.36/Folate No.6
Prenate DHA,Prenatal 78/Iron/Folate 1/DHA
Prenate Elite,Prenatal 114/Iron A-G/Folate 1
Prenate Mini,Prenatal Vit 87/Iron/Folic/DHA
Prenate Pixie,Prenatal Vit 85/Iron/FA 1/DHA
Preplus,"PNV,Calcium 72/Iron/Folic Acid"
Pretab,"Prenatal Vit,Calc78/Iron/Folic"
Pretomanid,Pretomanid
Prevacid,Lansoprazole
Prevalite,Cholestyramine/Aspartame
Prevident,Fluoride (Sodium)
Prevident 5000 Dry Mouth,Fluoride (Sodium)
Prevident 5000 Enamel Protect,Sodium Fluoride/Potassium Nit
Prevident 5000 Ortho Defense,Fluoride (Sodium)
Prevident 5000 Plus,Fluoride (Sodium)
Prevident 5000 Sensitive,Sodium Fluoride/Potassium Nit
Previfem,Norgestimate-Ethinyl Estradiol
Prevymis,Letermovir
Prezcobix,Darunavir/Cobicistat
Prezista,Darunavir Ethanolate
Prialt,Ziconotide Acetate
Priftin,Rifapentine
Prilosec,Omeprazole Magnesium
Primacare,Prenatal 118/Iron/Folate 6/DHA
Primaquine,Primaquine Phosphate
Primaxin,Imipenem/Cilastatin Sodium
Primidone,Primidone
Priorix,"Measles,Mumps,Rubella Vacc/PF"
Pristiq,Desvenlafaxine Succinate
Privigen,Immun Glob G(IgG)/Pro/IgA 0-50
Pro Comfort Alcohol Pads,Alcohol Antiseptic Pads
Pro Comfort Pen Needle,"Pen Needle, Diabetic"
Proair Digihaler,Albuterol Sulfate
Proair HFA,Albuterol Sulfate
Proair Respiclick,Albuterol Sulfate
Probenecid,Probenecid
Probenecid-Colchicine,Probenecid/Colchicine
Procardia XL,Nifedipine
Prochlorperazine,Prochlorperazine
Prochlorperazine Edisylate,Prochlorperazine Edisylate
Prochlorperazine Maleate,Prochlorperazine Maleate
Procrit,Epoetin Alfa
Procto-Med HC,Hydrocortisone
Procto-Pak,Hydrocortisone
Proctocort,Hydrocortisone
Proctofoam-HC,Hydrocortisone/Pramoxine
Proctosol-HC,Hydrocortisone
Proctozone-HC,Hydrocortisone
Procysbi,Cysteamine Bitartrate
Prodigy Insulin Syringe,"Syringe And Needle,Insulin,1ml"
Progesterone,Progesterone
Proglycem,Diazoxide
Prograf*,Tacrolimus
Prolastin C,Alpha-1-Proteinase Inhibitor
Prolate,Oxycodone HCl/Acetaminophen
Prolensa,Bromfenac Sodium
Prolia,Denosumab
Promacta,Eltrombopag Olamine
Promethazine HCl*,Promethazine HCl
Promethazine Vc,Phenylephrine HCl/Prometh HCl
Promethazine Vc-Codeine,Promethazine/Phenyleph/Codeine
Promethazine-Codeine,Promethazine HCl/Codeine
Promethazine-DM,Promethazine/Dextromethorphan
Promethazine-Phenylephrine,Phenylephrine HCl/Prometh HCl
Promethegan,Promethazine HCl
Prometrium,"Progesterone, Micronized"
Propafenone HCl,Propafenone HCl
Propafenone HCl ER,Propafenone HCl
Proparacaine HCl,Proparacaine HCl
Propranolol HCl ER,Propranolol HCl
Propranolol HCl*,Propranolol HCl
Propylthiouracil,Propylthiouracil
Proquad,"Measles,Mumps,Rub,Varicella/PF"
Proscar,Finasteride
Prosol,Parenteral Amino Acid 20% No.1
Protonix,Pantoprazole Sodium
Protonix IV,Pantoprazole Sodium
Protopic,Tacrolimus
Protriptyline HCl,Protriptyline HCl
Proventil HFA,Albuterol Sulfate
Provera,Medroxyprogesterone Acetate
Provida Ob,"Prenatal Vit 65/Iron Fum,Ps/FA"
Provigil,Modafinil
Prozac,Fluoxetine HCl
Pulmicort,Budesonide
Pulmicort Flexhaler,Budesonide
Pulmozyme,Dornase Alfa
Pure Comfort Alcohol Pad,Alcohol Antiseptic Pads
Pure Comfort Pen Needle,"Pen Needle, Diabetic"
Purixan,Mercaptopurine
Pylera,Bismuth/Metronid/Tetracycline
Pyrazinamide,Pyrazinamide
Pyridium,Phenazopyridine HCl
Pyridostigmine Bromide,Pyridostigmine Bromide
Pyridostigmine Bromide ER,Pyridostigmine Bromide
Pyrimethamine,Pyrimethamine
Pyrukynd,Mitapivat Sulfate
Qbrelis,Lisinopril
Qbrexza,Glycopyrronium Tosylate
Qelbree,Viloxazine HCl
Qinlock,Ripretinib
Qnasl,Beclomethasone Dipropionate
Qnasl Children,Beclomethasone Dipropionate
Qtern,Dapagliflozin/Saxagliptin HCl
Qudexy XR,Topiramate
Questran,Cholestyramine (With Sugar)
Questran Light,Cholestyramine/Aspartame
Quetiapine Fumarate,Quetiapine Fumarate
Quetiapine Fumarate ER,Quetiapine Fumarate
Quillichew ER,Methylphenidate HCl
Quillivant XR,Methylphenidate HCl
Quinapril HCl,Quinapril HCl
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide
Quinidine Gluconate*,Quinidine Gluconate
Quinidine Sulfate,Quinidine Sulfate
Quinine Sulfate,Quinine Sulfate
Qulipta,Atogepant
Qutenza,Capsaicin/Skin Cleanser
Quviviq,Daridorexant HCl
Quzyttir,Cetirizine HCl
Qvar Redihaler,Beclomethasone Dipropionate
Rabavert,Rabies Vaccine (Pcec)/PF
Rabeprazole Sodium,Rabeprazole Sodium
Radicava,Edaravone
Radicava Ors,Edaravone
Ragwitek,Weed Pollen-Short Ragweed
Raloxifene HCl,Raloxifene HCl
Ramelteon,Ramelteon
Ramipril,Ramipril
Ranexa,Ranolazine
Ranolazine ER,Ranolazine
Rapaflo,Silodosin
Rapamune,Sirolimus
Rasagiline Mesylate,Rasagiline Mesylate
Rasuvo,Methotrexate/PF
Ravicti,Glycerol Phenylbutyrate
Rayaldee,Calcifediol
Rayos,Prednisone
Razadyne ER,Galantamine HBr
Rebif,Interferon Beta-1a/Albumin
Rebif Rebidose,Interferon Beta-1a/Albumin
Reblozyl,Luspatercept-Aamt
Recarbrio,Imipenem/Cilastatin/Relebactam
Reclast,Zoledronic Acid/Mannitol-Water
Reclipsen,Desogestrel-Ethinyl Estradiol
Recombivax Hb,Hepatitis B Virus Vaccine/PF
Recorlev,Levoketoconazole
Rectiv,Nitroglycerin
Reditrex,Methotrexate/PF
Reglan,Metoclopramide HCl
Regonol,Pyridostigmine Bromide
Regranex,Becaplermin
Relafen Ds,Nabumetone
Relenza,Zanamivir
Relistor*,Methylnaltrexone Bromide
Relpax,Eletriptan Hydrobromide
Reltone,Ursodiol
Relyvrio,Sod Phenylbutyrat/Taurursodiol
Remeron,Mirtazapine
Remicade,Infliximab
Remodulin,Treprostinil Sodium
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin
Renacidin,Citric Ac/Gluconolact/Mag Carb
Renagel,Sevelamer HCl
Renal Caps,B Complex W-C No.20/Folic Acid
Renflexis,Infliximab-Abda
Reno Caps,B Complex W-C No.20/Folic Acid
Renvela,Sevelamer Carbonate
Repaglinide,Repaglinide
Repatha Pushtronex,Evolocumab
Repatha Sureclick,Evolocumab
Repatha Syringe,Evolocumab
Restasis,Cyclosporine
Restasis Multidose,Cyclosporine
Restoril,Temazepam
Retacrit,Epoetin Alfa-Epbx
Retevmo,Selpercatinib
Retin-A,Tretinoin
Retin-A Micro,Tretinoin Microspheres
Retin-A Micro Pump,Tretinoin Microspheres
Retrovir*,Zidovudine
Revatio,Sildenafil Citrate
Revcovi,Elapegademase-Lvlr
Revlimid,Lenalidomide
Rexulti,Brexpiprazole
Reyataz,Atazanavir Sulfate
Reyvow,Lasmiditan Succinate
Rezurock,Belumosudil Mesylate
Rheumate,Levomefolate/B12/Herb 236
Rhofade,Oxymetazoline HCl
Rhopressa,Netarsudil Mesylate
Riabni,Rituximab-Arrx
Ribavirin*,Ribavirin
Ridaura,Auranofin
Rifabutin,Rifabutin
Rifadin*,Rifampin
Rifampin*,Rifampin
Riluzole,Riluzole
Rimantadine HCl,Rimantadine HCl
Rimso-50,Dimethyl Sulfoxide
Rinvoq,Upadacitinib
Riomet,Metformin HCl
Risedronate Sodium,Risedronate Sodium
Risedronate Sodium Dr,Risedronate Sodium
Risperdal,Risperidone
Risperdal Consta,Risperidone Microspheres
Risperidone,Risperidone
Risperidone ODT,Risperidone
Ritalin,Methylphenidate HCl
Ritalin La,Methylphenidate HCl
Ritonavir,Ritonavir
Rituxan,Rituximab
Rituxan Hycela,"Rituximab/Hyaluronidase,Human"
Rivastigmine,Rivastigmine
Rivelsa,L-Norgest/E.Estradiol-E.Estrad
Rizatriptan,Rizatriptan Benzoate
Rocaltrol,Calcitriol
Rocklatan,Netarsudil Mesylat/Latanoprost
Roflumilast,Roflumilast
Ropinirole ER,Ropinirole HCl
Ropinirole HCl,Ropinirole HCl
Ropivacaine HCl,Ropivacaine HCl/PF
Rosadan,Metronidazole
Rosuvastatin Calcium,Rosuvastatin Calcium
Rosuvastatin-Ezetimibe,Ezetimibe/Rosuvastatin Calcium
Roszet,Ezetimibe/Rosuvastatin Calcium
Rowasa,Mesalamine W/Cleansing Wipes
Roweepra,Levetiracetam
Roxicodone,Oxycodone HCl
Rozerem,Ramelteon
Rozlytrek,Entrectinib
Rubraca,Rucaparib Camsylate
Ruconest,"C1 Esterase Inhibitor, Recomb"
Rufinamide,Rufinamide
Rukobia,Fostemsavir Tromethamine
Ruxience,Rituximab-Pvvr
Ruzurgi,Amifampridine
Ryaltris,Olopatadine HCl/Mometasone
Rybelsus,Semaglutide
Rybrevant,Amivantamab-Vmjw
Ryclora,Dexchlorpheniramine Maleate
Rydapt,Midostaurin
Rytary,Carbidopa/Levodopa
Rythmol SR,Propafenone HCl
Ryvent,Carbinoxamine Maleate
Sabril,Vigabatrin
Safety Pen Needle,"Pen Needle, Diabetic, Safety"
Safetyglide Insulin Syringe,"Syringe And Needle,Insulin,1ml"
Safetyglide Syringe,"Syringe And Needle,Insulin,1ml"
Saizen,Somatropin
Saizen-Saizenprep,Somatropin
Sajazir,Icatibant Acetate
Salagen,Pilocarpine HCl
Salicylic Acid,Salicylic Acid
Salsalate,Salsalate
Samsca,Tolvaptan
Sancuso,Granisetron
Sandimmune*,Cyclosporine
Sandostatin,Octreotide Acetate
Sandostatin Lar Depot,"Octreotide Acetate,Mi-Spheres"
Santyl,Collagenase Clostridium Hist.
Saphnelo,Anifrolumab-Fnia
Saphris,Asenapine Maleate
Sapropterin Dihydrochloride,Sapropterin Dihydrochloride
Sarclisa,Isatuximab-Irfc
Savaysa,Edoxaban Tosylate
Savella,Milnacipran HCl
Scemblix,Asciminib Hydrochloride
Scopolamine,Scopolamine
Se-Natal 19,PNV No.118/Iron Fumarate/FA
